GNIS_ID,source,Lake,County,Lake_County
285770,FWC,LITTLE RED WATER,HIGHLANDS,LITTLE RED WATER_HIGHLANDS
286124,LW,LOTELA,HIGHLANDS,LOTELA_HIGHLANDS
286124,FWC,LOTELA,HIGHLANDS,LOTELA_HIGHLANDS
288149,LW,OLIVIA,HIGHLANDS,OLIVIA_HIGHLANDS
288149,FWC,OLIVIA,HIGHLANDS,OLIVIA_HIGHLANDS
288982,LW,PIONEER,HIGHLANDS,PIONEER_HIGHLANDS
288982,FWC,PIONEER,HIGHLANDS,PIONEER_HIGHLANDS
289014,LW,PLACID,HIGHLANDS,PLACID_HIGHLANDS
289014,FWC,PLACID,HIGHLANDS,PLACID_HIGHLANDS
289535,LW,RED BEACH,HIGHLANDS,RED BEACH_HIGHLANDS
289535,FWC,RED BEACH,HIGHLANDS,RED BEACH_HIGHLANDS
290807,LW,SEBRING,HIGHLANDS,SEBRING_HIGHLANDS
290807,FWC,SEBRING,HIGHLANDS,SEBRING_HIGHLANDS
292777,LW,VIOLA,HIGHLANDS,VIOLA_HIGHLANDS
292777,FWC,VIOLA,HIGHLANDS,VIOLA_HIGHLANDS
290118,LW,SADDLEBACK NORTH,HILLSBOROUGH,SADDLEBACK NORTH_HILLSBOROUGH
290118,FWC,SADDLEBACK,HILLSBOROUGH,SADDLEBACK_HILLSBOROUGH
294174,LW,THONOTOSASSA,HILLSBOROUGH,THONOTOSASSA_HILLSBOROUGH
294174,FWC,THONOTOSASSA,HILLSBOROUGH,THONOTOSASSA_HILLSBOROUGH
292993,LW,WEEKS,HILLSBOROUGH,WEEKS_HILLSBOROUGH
292993,FWC,WEEKS,HILLSBOROUGH,WEEKS_HILLSBOROUGH
2772076,LW,VICTOR,HOLMES,VICTOR_HOLMES
2772076,FWC,VICTOR FMA,HOLMES,VICTOR FMA_HOLMES
307443,LW,BLUE CYPRESS,INDIAN RIVER,BLUE CYPRESS_INDIAN RIVER
307443,FWC,BLUE CYPRESS,INDIAN RIVER,BLUE CYPRESS_INDIAN RIVER
294149,LW,SEMINOLE,JACKSON,SEMINOLE_JACKSON
294149,FWC,SEMINOLE (FL SECTION),JACKSON,SEMINOLE (FL SECTION)_JACKSON
286773,LW,MICCOSUKEE,JEFFERSON,MICCOSUKEE_JEFFERSON
286773,FWC,MICCOSUKEE,JEFFERSON,MICCOSUKEE_JEFFERSON
305245,LW,BEAKMAN,LAKE,BEAKMAN_LAKE
305245,FWC,BEAKMAN,LAKE,BEAKMAN_LAKE
278356,LW,BEAUCLAIRE,LAKE,BEAUCLAIRE_LAKE
278356,FWC,BEAUCLAIR,LAKE,BEAUCLAIR_LAKE
280361,LW,CHERRY,LAKE,CHERRY_LAKE
280361,FWC,CHERRY,LAKE,CHERRY_LAKE
280735,LW,COOK,LAKE,COOK_LAKE
280735,FWC,COOK,LAKE,COOK_LAKE
281038,LW,CRESCENT,LAKE,CRESCENT_LAKE
281038,FWC,CRESCENT,LAKE,CRESCENT_LAKE
305523,LW,CRESCENT 2,LAKE,CRESCENT 2_LAKE
305523,FWC,CRESCENT,LAKE,CRESCENT_LAKE
281315,LW,DAVID,LAKE,DAVID_LAKE
281315,FWC,DAVID,LAKE,DAVID_LAKE
281501,LW,DENHAM,LAKE,DENHAM_LAKE
281501,FWC,DENHAM,LAKE,DENHAM_LAKE
281681,LW,DORA EAST,LAKE,DORA EAST_LAKE
281681,FWC,DORA,LAKE,DORA_LAKE
305590,LW,DORR,LAKE,DORR_LAKE
305590,FWC,DORR,LAKE,DORR_LAKE
305629,LW,ELLA,LAKE,ELLA_LAKE
305629,FWC,ELLA,LAKE,ELLA_LAKE
305765,LW,EMERALDA,LAKE,EMERALDA_LAKE
305765,FWC,EMERALDA MARSH CONSERVATION AREA,LAKE,EMERALDA MARSH CONSERVATION AREA_LAKE
282203,LW,EMMA,LAKE,EMMA_LAKE
282203,FWC,EMMA,LAKE,EMMA_LAKE
282276,LW,EUSTIS,LAKE,EUSTIS_LAKE
282276,FWC,EUSTIS,LAKE,EUSTIS_LAKE
306418,LW,GRASSHOPPER,LAKE,GRASSHOPPER_LAKE
306418,FWC,GRASSHOPPER,LAKE,GRASSHOPPER_LAKE
294031,LW,HARRIS,LAKE,HARRIS_LAKE
294031,FWC,HARRIS,LAKE,HARRIS_LAKE
305825,LW,HOLLY,LAKE,HOLLY_LAKE
305825,FWC,HOLLY,LAKE,HOLLY_LAKE
286136,LW,LOUISA,LAKE,LOUISA_LAKE
286136,FWC,LOUISA,LAKE,LOUISA_LAKE
286205,LW,LUCY,LAKE,LUCY_LAKE
286205,FWC,LUCY,LAKE,LUCY_LAKE
286961,LW,MINNEHAHA,LAKE,MINNEHAHA_LAKE
286961,FWC,MINNEHAHA,LAKE,MINNEHAHA_LAKE
294087,LW,MINNEOLA,LAKE,MINNEOLA_LAKE
294087,FWC,MINNEOLA,LAKE,MINNEOLA_LAKE
306117,LW,NORRIS,LAKE,NORRIS_LAKE
306117,FWC,NORRIS,LAKE,NORRIS_LAKE
288384,LW,PALATLAKAHA,LAKE,PALATLAKAHA_LAKE
288384,FWC,PALATLAKAHA,LAKE,PALATLAKAHA_LAKE
291693,LW,STEWART,LAKE,STEWART_LAKE
291693,FWC,STEWART,LAKE,STEWART_LAKE
291900,LW,SUSAN,LAKE,SUSAN_LAKE
291900,FWC,SUSAN,LAKE,SUSAN_LAKE
292480,LW,TROUT,LAKE,TROUT_LAKE
292480,FWC,TROUT,LAKE,TROUT_LAKE
306532,LW,UMATILLA,LAKE,UMATILLA_LAKE
306532,FWC,UMATILLA,LAKE,UMATILLA_LAKE
306596,LW,WILDCAT,LAKE,WILDCAT_LAKE
306596,FWC,WILDCAT,LAKE,WILDCAT_LAKE
293414,LW,WINONA,LAKE,WINONA_LAKE
293414,FWC,WINONA,LAKE,WINONA_LAKE
306620,LW,YALE,LAKE,YALE_LAKE
306620,FWC,YALE,LAKE,YALE_LAKE
280066,LW,CARR,LEON,CARR_LEON
280066,FWC,CARR,LEON,CARR_LEON
283627,LW,HALL,LEON,HALL_LEON
283627,FWC,HALL,LEON,HALL_LEON
284452,LW,IAMONIA,LEON,IAMONIA_LEON
284452,FWC,IAMONIA,LEON,IAMONIA_LEON
284694,LW,JACKSON,LEON,JACKSON_LEON
284694,FWC,JACKSON,LEON,JACKSON_LEON
306093,LW,MUNSON,LEON,MUNSON_LEON
306093,FWC,MUNSON,LEON,MUNSON_LEON
305389,LW,BRYANT,MARION,BRYANT_MARION
305389,FWC,BRYANT,MARION,BRYANT_MARION
305473,LW,CHARLES,MARION,CHARLES_MARION
305473,FWC,CHARLES,MARION,CHARLES_MARION
305566,LW,DELANCY,MARION,DELANCY_MARION
305566,FWC,DELANCEY,MARION,DELANCEY_MARION
305619,LW,EATON,MARION,EATON_MARION
305619,FWC,EATON,MARION,EATON_MARION
305905,LW,KERR,MARION,KERR_MARION
305905,FWC,KERR,MARION,KERR_MARION
306567,LW,WEIR,MARION,WEIR_MARION
306567,FWC,WEIR,MARION,WEIR_MARION
305849,LW,HURRICANE,OKALOOSA,HURRICANE_OKALOOSA
305849,FWC,HURRICANE FMA,OKALOOSA,HURRICANE FMA_OKALOOSA
305895,LW,KARICK,OKALOOSA,KARICK_OKALOOSA
305895,FWC,KARICK FMA,OKALOOSA,KARICK FMA_OKALOOSA
293912,LW,APOPKA,ORANGE,APOPKA_ORANGE
293912,FWC,APOPKA BEAUCLAIR CANAL,LAKE,APOPKA BEAUCLAIR CANAL_LAKE
1986929,LW,BALDWIN,ORANGE,BALDWIN_ORANGE
1986929,FWC,BALDWIN,ORANGE,BALDWIN_ORANGE
278976,LW,BLANCHE,ORANGE,BLANCHE_ORANGE
278976,FWC,BLANCHE,ORANGE,BLANCHE_ORANGE
279743,LW,BUTLER,ORANGE,BUTLER_ORANGE
279743,FWC,BUTLER,ORANGE,BUTLER_ORANGE
280047,LW,CARLTON,ORANGE,CARLTON_ORANGE
280047,FWC,CARLTON,ORANGE,CARLTON_ORANGE
280334,LW,CHASE,ORANGE,CHASE_ORANGE
280334,FWC,CHASE,ORANGE,CHASE_ORANGE
280529,LW,CLEAR,ORANGE,CLEAR_ORANGE
280529,FWC,CLEAR,ORANGE,CLEAR_ORANGE
280728,LW,CONWAY NORTH,ORANGE,CONWAY NORTH_ORANGE
280728,FWC,CONWAY,ORANGE,CONWAY_ORANGE
281739,LW,DOWN,ORANGE,DOWN_ORANGE
281739,FWC,DOWN,ORANGE,DOWN_ORANGE
282341,LW,FAIRVIEW,ORANGE,FAIRVIEW_ORANGE
282341,FWC,FAIRVIEW,ORANGE,FAIRVIEW_ORANGE
282967,LW,GATLIN,ORANGE,GATLIN_ORANGE
282967,FWC,GATLIN,ORANGE,GATLIN_ORANGE
283786,LW,HART,ORANGE,HART_ORANGE
283786,FWC,HART,ORANGE,HART_ORANGE
288428,LW,ISLEWORTH,ORANGE,ISLEWORTH_ORANGE
288428,FWC,ISLEWORTH,ORANGE,ISLEWORTH_ORANGE
284639,LW,IVANHOE EAST,ORANGE,IVANHOE EAST_ORANGE
284639,FWC,IVANHOE,ORANGE,IVANHOE_ORANGE
284776,LW,JESSAMINE,ORANGE,JESSAMINE_ORANGE
284776,FWC,JESSAMINE,ORANGE,JESSAMINE_ORANGE
284856,LW,JOHNS,ORANGE,JOHNS_ORANGE
284856,FWC,JOHNS,ORANGE,JOHNS_ORANGE
285401,LW,LAWNE,ORANGE,LAWNE_ORANGE
285401,FWC,LAWNE,ORANGE,LAWNE_ORANGE
286141,LW,LOUISE,ORANGE,LOUISE_ORANGE
286141,FWC,LOUISE,ORANGE,LOUISE_ORANGE
286319,LW,MAITLAND,ORANGE,MAITLAND_ORANGE
286319,FWC,MAITLAND,ORANGE,MAITLAND_ORANGE
286385,LW,MANN,ORANGE,MANN_ORANGE
286385,FWC,MANN,ORANGE,MANN_ORANGE
286482,LW,MARY JANE,ORANGE,MARY JANE_ORANGE
286482,FWC,MARY JANE,ORANGE,MARY JANE_ORANGE
286960,LW,MINNEHAHA,ORANGE,MINNEHAHA_ORANGE
286960,FWC,MINNEHAHA,ORANGE,MINNEHAHA_ORANGE
289103,LW,POCKET,ORANGE,POCKET_ORANGE
289103,FWC,POCKET,ORANGE,POCKET_ORANGE
291635,LW,PRIMAVISTA,ORANGE,PRIMAVISTA_ORANGE
291635,FWC,PRIMA VISTA,ORANGE,PRIMA VISTA_ORANGE
290674,LW,SARAH,ORANGE,SARAH_ORANGE
290674,FWC,SARAH,ORANGE,SARAH_ORANGE
290953,LW,SHEEN,ORANGE,SHEEN_ORANGE
290953,FWC,SHEEN,ORANGE,SHEEN_ORANGE
292259,LW,TIBET,ORANGE,TIBET_ORANGE
292259,FWC,TIBET,ORANGE,TIBET_ORANGE
292644,LW,UNDERHILL,ORANGE,UNDERHILL_ORANGE
292644,FWC,UNDERHILL,ORANGE,UNDERHILL_ORANGE
292785,LW,VIRGINIA,ORANGE,VIRGINIA_ORANGE
292785,FWC,VIRGINIA,ORANGE,VIRGINIA_ORANGE
277794,LW,ALLIGATOR,OSCEOLA,ALLIGATOR_OSCEOLA
277794,FWC,ALLIGATOR,OSCEOLA,ALLIGATOR_OSCEOLA
279374,LW,BRICK,OSCEOLA,BRICK_OSCEOLA
279374,FWC,BRICK,OSCEOLA,BRICK_OSCEOLA
280245,LW,CENTER,OSCEOLA,CENTER_OSCEOLA
280245,FWC,CENTER,OSCEOLA,CENTER_OSCEOLA
280767,LW,COON,OSCEOLA,COON_OSCEOLA
280767,FWC,COON,OSCEOLA,COON_OSCEOLA
281219,LW,CYPRESS,OSCEOLA,CYPRESS_OSCEOLA
281219,FWC,CYPRESS,OSCEOLA,CYPRESS_OSCEOLA
282485,LW,FISH,OSCEOLA,FISH_OSCEOLA
282485,FWC,FISH,OSCEOLA,FISH_OSCEOLA
283023,LW,GENTRY,OSCEOLA,GENTRY_OSCEOLA
283023,FWC,GENTRY,OSCEOLA,GENTRY_OSCEOLA
294032,LW,HATCHINEHA,OSCEOLA,HATCHINEHA_OSCEOLA
294032,FWC,HATCHINEHA,OSCEOLA,HATCHINEHA_OSCEOLA
284691,LW,JACKSON,OSCEOLA,JACKSON_OSCEOLA
284691,FWC,JACKSON,OSCEOLA,JACKSON_OSCEOLA
295796,LW,KISSIMMEE,OSCEOLA,KISSIMMEE_OSCEOLA
295796,FWC,KISSIMMEE,OSCEOLA,KISSIMMEE_OSCEOLA
285895,LW,LIZZIE,OSCEOLA,LIZZIE_OSCEOLA
285895,FWC,LIZZIE,OSCEOLA,LIZZIE_OSCEOLA
286420,LW,MARIAN,OSCEOLA,MARIAN_OSCEOLA
286420,FWC,MARIAN,OSCEOLA,MARIAN_OSCEOLA
290057,LW,RUNNYMEADE,OSCEOLA,RUNNYMEADE_OSCEOLA
290057,FWC,RUNNYMEDE,OSCEOLA,RUNNYMEDE_OSCEOLA
292474,LW,TROUT,OSCEOLA,TROUT_OSCEOLA
292474,FWC,TROUT,OSCEOLA,TROUT_OSCEOLA
288259,LW,OSBORNE,PALM BEACH,OSBORNE_PALM BEACH
288259,FWC,OSBORNE,PALM BEACH,OSBORNE_PALM BEACH
287088,LW,MOON,PASCO,MOON_PASCO
287088,FWC,MOON,PASCO,MOON_PASCO
286284,LW,MAGGIORE,PINELLAS,MAGGIORE_PINELLAS
286284,FWC,MAGGIORE,PINELLAS,MAGGIORE_PINELLAS
290850,LW,SEMINOLE,PINELLAS,SEMINOLE_PINELLAS
290850,FWC,SEMINOLE,PINELLAS,SEMINOLE_PINELLAS
292049,LW,TARPON,PINELLAS,TARPON_PINELLAS
292049,FWC,TARPON,PINELLAS,TARPON_PINELLAS
277698,LW,AGNES,POLK,AGNES_POLK
277698,FWC,AGNES,POLK,AGNES_POLK
277897,LW,ANNIE,POLK,ANNIE_POLK
277897,FWC,ANNIE,POLK,ANNIE_POLK
277931,LW,ARBUCKLE,POLK,ARBUCKLE_POLK
277931,FWC,ARBUCKLE,POLK,ARBUCKLE_POLK
277946,LW,ARIANA,POLK,ARIANA_POLK
277946,FWC,ARIANA,POLK,ARIANA_POLK
278076,LW,BANANA,POLK,BANANA_POLK
278076,FWC,BANANA,POLK,BANANA_POLK
279079,LW,BLUE 2,POLK,BLUE 2_POLK
279079,FWC,BLUE,POLK,BLUE_POLK
279035,LW,BLUE NORTH,POLK,BLUE NORTH_POLK
279035,FWC,BLUE,POLK,BLUE_POLK
279245,LW,BONNY,POLK,BONNY_POLK
279245,FWC,BONNY,POLK,BONNY_POLK
279626,LW,BUFFUM,POLK,BUFFUM_POLK
279626,FWC,BUFFUM,POLK,BUFFUM_POLK
279989,LW,CANNON,POLK,CANNON_POLK
279989,FWC,CANNON,POLK,CANNON_POLK
294405,LW,CLINCH,POLK,CLINCH_POLK
294405,FWC,CLINCH,POLK,CLINCH_POLK
280711,LW,CONINE,POLK,CONINE_POLK
280711,FWC,CONINE,POLK,CONINE_POLK
293976,LW,CROOKED,POLK,CROOKED_POLK
293976,FWC,CROOKED,POLK,CROOKED_POLK
281260,LW,DAISY,POLK,DAISY_POLK
281260,FWC,DAISY,POLK,DAISY_POLK
281459,LW,DEER,POLK,DEER_POLK
281459,FWC,DEER,POLK,DEER_POLK
282050,LW,EASY,POLK,EASY_POLK
282050,FWC,EASY,POLK,EASY_POLK
282136,LW,ELBERT,POLK,ELBERT_POLK
282136,FWC,ELBERT,POLK,ELBERT_POLK
282184,LW,ELOISE,POLK,ELOISE_POLK
282184,FWC,ELOISE,POLK,ELOISE_POLK
294617,LW,EVA,POLK,EVA_POLK
294617,FWC,EVA,POLK,EVA_POLK
282375,LW,FANNIE,POLK,FANNIE_POLK
282375,FWC,FANNIE,POLK,FANNIE_POLK
282940,LW,GARFIELD,POLK,GARFIELD_POLK
282940,FWC,GARFIELD,POLK,GARFIELD_POLK
283058,LW,GIBSON,POLK,GIBSON_POLK
283058,FWC,GIBSON,POLK,GIBSON_POLK
283592,LW,HAINES,POLK,HAINES_POLK
283592,FWC,HAINES,POLK,HAINES_POLK
283642,LW,HAMILTON,POLK,HAMILTON_POLK
283642,FWC,HAMILTON,POLK,HAMILTON_POLK
283683,LW,HANCOCK,POLK,HANCOCK_POLK
283683,FWC,HANCOCK,POLK,HANCOCK_POLK
283788,LW,HARTRIDGE,POLK,HARTRIDGE_POLK
283788,FWC,HARTRIDGE,POLK,HARTRIDGE_POLK
284163,LW,HOLLINGSWORTH,POLK,HOLLINGSWORTH_POLK
284163,FWC,HOLLINGSWORTH,POLK,HOLLINGSWORTH_POLK
284352,LW,HOWARD,POLK,HOWARD_POLK
284352,FWC,HOWARD,POLK,HOWARD_POLK
284407,LW,HUNTER,POLK,HUNTER_POLK
284407,FWC,HUNTER,POLK,HUNTER_POLK
284467,LW,IDYLWILD,POLK,IDYLWILD_POLK
284467,FWC,IDYLWILD,POLK,IDYLWILD_POLK
284603,LW,ISABELL,POLK,ISABELL_POLK
284603,FWC,ISABELL,HIGHLANDS,ISABELL_HIGHLANDS
284779,LW,JESSIE,POLK,JESSIE_POLK
284779,FWC,JESSIE,POLK,JESSIE_POLK
284847,LW,JOHN,POLK,JOHN_POLK
284847,FWC,JOHN WOOD,POLK,JOHN WOOD_POLK
284964,LW,JULIANA,POLK,JULIANA_POLK
284964,FWC,JULIANA,POLK,JULIANA_POLK
285565,LW,LINK,POLK,LINK_POLK
285565,FWC,LINK,POLK,LINK_POLK
285891,LW,LIVINGSTON,POLK,LIVINGSTON_POLK
285891,FWC,LIVINGSTON,POLK,LIVINGSTON_POLK
286210,LW,LULU,POLK,LULU_POLK
286210,FWC,LULU,POLK,LULU_POLK
286421,LW,MARIANNA,POLK,MARIANNA_POLK
286421,FWC,MARIANA,POLK,MARIANA_POLK
286432,LW,MARION,POLK,MARION_POLK
286432,FWC,MARION,POLK,MARION_POLK
286526,LW,MATTIE,POLK,MATTIE_POLK
286526,FWC,MATTIE,POLK,MATTIE_POLK
286529,LW,MAUDE,POLK,MAUDE_POLK
286529,FWC,MAUDE,POLK,MAUDE_POLK
286540,LW,MAY,POLK,MAY_POLK
286540,FWC,MAY,POLK,MAY_POLK
286641,LW,MCLEOD,POLK,MCLEOD_POLK
286641,FWC,MCLEOD,POLK,MCLEOD_POLK
286985,LW,MIRROR,POLK,MIRROR_POLK
286985,FWC,MIRROR,POLK,MIRROR_POLK
287566,LW,NED,POLK,NED_POLK
287566,FWC,NED,POLK,NED_POLK
288455,LW,PANSY,POLK,PANSY_POLK
288455,FWC,PANSY,POLK,PANSY_POLK
288524,LW,PARKER,POLK,PARKER_POLK
288524,FWC,PARKER,POLK,PARKER_POLK
288797,LW,PIERCE,POLK,PIERCE_POLK
288797,FWC,PIERCE,POLK,PIERCE_POLK
307559,LW,REEDY,POLK,REEDY_POLK
307559,FWC,REEDY,POLK,REEDY_POLK
289806,LW,ROCHELLE,POLK,ROCHELLE_POLK
289806,FWC,ROCHELLE,POLK,ROCHELLE_POLK
289953,LW,ROSALIE,POLK,ROSALIE_POLK
289953,FWC,ROSALIE,POLK,ROSALIE_POLK
290023,LW,ROY,POLK,ROY_POLK
290023,FWC,ROY,POLK,ROY_POLK
291058,LW,SHIPP,POLK,SHIPP_POLK
291058,FWC,SHIPP,POLK,SHIPP_POLK
291141,LW,SILVER,POLK,SILVER_POLK
291141,FWC,SILVER,POLK,SILVER_POLK
291238,LW,SMART,POLK,SMART_POLK
291238,FWC,SMART,POLK,SMART_POLK
291545,LW,SPRING,POLK,SPRING_POLK
291545,FWC,SPRING,POLK,SPRING_POLK
291809,LW,SUMMIT,POLK,SUMMIT_POLK
291809,FWC,SUMMIT,POLK,SUMMIT_POLK
295814,LW,TIGER,POLK,TIGER_POLK
295814,FWC,TIGER,POLK,TIGER_POLK
292392,LW,TRACY,POLK,TRACY_POLK
292392,FWC,TRACY,POLK,TRACY_POLK
292828,LW,WALES,POLK,WALES_POLK
292828,FWC,WALES,POLK,WALES_POLK
294192,LW,WEOHYAKAPKA,POLK,WEOHYAKAPKA_POLK
294192,FWC,WEOHYAKAPKA,POLK,WEOHYAKAPKA_POLK
280555,LW,CLEARWATER,PUTNAM,CLEARWATER_PUTNAM
280555,FWC,CLEARWATER,PUTNAM,CLEARWATER_PUTNAM
283032,LW,GEORGES,PUTNAM,GEORGES_PUTNAM
283032,FWC,GEORGES,PUTNAM,GEORGES_PUTNAM
283279,LW,GRANDIN,PUTNAM,GRANDIN_PUTNAM
283279,FWC,GRANDIN,PUTNAM,GRANDIN_PUTNAM
306146,LW,RODMAN-1,PUTNAM,RODMAN-1_PUTNAM
306146,FWC,RODMAN RESERVOIR,PUTNAM,RODMAN RESERVOIR_PUTNAM
306164,LW,RODMAN-OUT 2,PUTNAM,RODMAN-OUT 2_PUTNAM
306164,FWC,RODMAN RESERVOIR,PUTNAM,RODMAN RESERVOIR_PUTNAM
295019,LW,STELLA,PUTNAM,STELLA_PUTNAM
295019,FWC,STELLA,PUTNAM,STELLA_PUTNAM
286172,LW,LOWER MYAKKA,SARASOTA,LOWER MYAKKA_SARASOTA
286172,FWC,LOWER MYAKKA,SARASOTA,LOWER MYAKKA_SARASOTA
287499,LW,UPPER MYAKKA,SARASOTA,UPPER MYAKKA_SARASOTA
287499,FWC,UPPER MYAKKA,SARASOTA,UPPER MYAKKA_SARASOTA
295793,LW,JESUP,SEMINOLE,JESUP_SEMINOLE
