CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource
Lakewatch,Dexter,0,Volusia,305576,770,29.10693333,-81.4778,59771,107775079,9/5/14,2,305576,Lake Dexter,8.1811279,0,3.08E+12,390,39004,5000000,0.26464529,0.000758317,,NHD
FWC,"Dexter, Lake",111,,,,29.10663,-81.48189,59771,107775079,9/5/14,2,305576,Lake Dexter,8.1811279,0,3.08E+12,390,39004,5000000,0.26464529,0.000758317,,NHD
Lakewatch,Diane,0,Highlands,NA,NA,27.24063333,-81.39733333,125467,112050787,9/9/14,2,,,0.05103453,0,3.09E+12,436,43600,250000,0.010149623,4.65E-06,,NHD
Lakewatch,Diane,0,Leon,281550,31,30.593275,-84.237,107751,129951068,1/4/16,2,281550,Lower Dianne Lake,0.25405026,0,3.12E+12,436,43600,500000,0.044383731,2.39E-05,,NHD
FWC,"Dias, Lake",112,,,,29.159633,-81.30735,259338,125973930,9/26/11,2,281551,Lake Dias,2.814,35,3.08E+12,390,39009,2000000,0.084990209,0.000260975,,NHD
FWC_2,"Dina, Lake",113,Lake,,,28.949217,-81.716523,28656,112691194,5/28/20,2,,,0.2573218,0,3.08E+12,390,39000,500000,0.018866727,2.38E-05,,NHD
Lakewatch,Dinner,0,Highlands,281572,170,27.51536667,-81.44376667,430291,112048227,11/20/03,2,281572,Dinner Lake,1.513,30.8,3.09E+12,390,39009,2000000,0.052784717,0.000138173,,NHD
Lakewatch,Dinner,0,Polk,281574,8.8,27.9937,-81.78653333,644,78597811,8/24/12,2,281574,Dinner Lake,0.08206256,130,3.10E+12,390,39009,500000,0.010060722,7.53E-06,,NHD
FWC,Dinner Lake,114,,,,27.51632,-81.442572,430291,112048227,11/20/03,2,281572,Dinner Lake,1.513,30.8,3.09E+12,390,39009,2000000,0.052784717,0.000138173,,NHD
Lakewatch,Disston,0,Flagler,281592,1060,29.2866,-81.3894,78896,125973926,9/26/11,2,281592,Lake Disston,7.739,14,3.08E+12,390,39009,5000000,0.116032473,0.000718514,,NHD
FWC,"Disston, Lake",115,,,,29.290167,-81.407933,78896,125973926,9/26/11,2,281592,Lake Disston,7.739,14,3.08E+12,390,39009,5000000,0.116032473,0.000718514,center lake,NHD
FWC,"Disston, Lake",115,,,,29.290167,-81.407933,89026,125973565,3/21/14,2,,,4.23061239,0,,466,46600,5000000,0.201427981,0.00039286,outer boundary,NHD
Lakewatch,Dixie East,0,Lake,281609,NA,28.80923333,-81.8887,201517,112657374,11/16/09,2,281609,Lake Dixie,0.012,0,3.08E+12,390,39004,100000,0.004815619,1.15E-06,,NHD
Lakewatch,Dixie West,0,Lake,281609,NA,28.80936667,-81.89043333,156472,112658176,5/21/09,2,281609,Lake Dixie,0.01,0,3.08E+12,390,39004,100000,0.003680233,9.06E-07,,NHD
Lakewatch,Doctors,0,Clay,281632,1375,30.1257,-81.74093333,129621,125973830,7/24/19,2,281632,Doctors Lake,14.02952982,0,3.08E+12,390,39004,5000000,0.277731956,0.001313398,,NHD
FWC_2,Doctors Lake,116,Clay,,,30.14598,-81.70756,129621,125973830,7/24/19,2,281632,Doctors Lake,14.02952982,0,3.08E+12,390,39004,5000000,0.277731956,0.001313398,,NHD
Lakewatch,Dodd,0,Citrus,NA,55,28.94403333,-82.37263333,298848,68037541,9/9/09,2,294179,Tsala Apopka Lake,32.508,38,3.10E+12,390,39009,5000000,2.057828024,0.00300717,"part of Tsala Apopka Lake, no separate polygons available",NHD
Lakewatch,Doe,0,Marion,305582,28,29.03776667,-81.8225,151723,112650516,5/28/20,2,305582,Doe Lake,0.28872619,0,3.08E+12,390,39000,500000,0.019760991,2.67E-05,,NHD
Lakewatch,Dolls,0,Lake,NA,NA,28.57876667,-81.69726667,116283,112616934,5/28/20,2,,,0.03346529,0,3.08E+12,390,39000,250000,0.007568049,3.09E-06,,NHD
Lakewatch,Dolores,0,St Lucie,NA,NA,27.537,-80.40123333,405029,{EE4E19F8-F3CD-42BE-9817-6EE31F214D9E},11/30/16,2,,,0.02061424,0,3.08E+12,436,43617,100000,0.006402786,1.88E-06,,NHD
Lakewatch,Donut,0,Lee,NA,NA,26.75336667,-81.76316667,522580,83728935,4/14/14,2,,,0.01018871,0,3.09E+12,436,43600,100000,0.004780886,9.24E-07,,NHD
Lakewatch,Dora East,0,Lake,281681,NA,28.79676667,-81.66186667,206425,112683506,5/28/20,2,281681,Lake Dora,17.74604697,0,3.08E+12,390,39000,5000000,0.322523921,0.001639954,,NHD
Lakewatch,Dora West,0,Lake,281681,NA,28.7905,-81.71373333,206425,112683506,5/28/20,2,281681,Lake Dora,17.74604697,0,3.08E+12,390,39000,5000000,0.322523921,0.001639954,,NHD
FWC,"Dora, Lake",117,,,,28.7916,-81.67175,206425,112683506,5/28/20,2,281681,Lake Dora,17.74604697,0,3.08E+12,390,39000,5000000,0.322523921,0.001639954,,NHD
Lakewatch,Dorothy,0,Hillsborough,NA,NA,28.0601,-82.48,153436,68788830,6/18/19,2,,,0.00520753,0,3.10E+12,390,39004,100000,0.002534599,0.000000478,,NHD
Lakewatch,Dorr,0,Lake,305590,759,29.00323333,-81.6231,219906,107775203,6/3/13,2,305590,Lake Dorr,6.96883509,43,3.08E+12,390,39009,2000000,0.11826655,0.000645288,,NHD
FWC,"Dorr, Lake",118,,,,29.00414,-81.62268,219906,107775203,6/3/13,2,305590,Lake Dorr,6.96883509,43,3.08E+12,390,39009,2000000,0.11826655,0.000645288,,NHD
Lakewatch,Dorsett,0,Hillsborough,281686,2,28.0675,-82.474,468039,41986297,5/30/02,2,281686,Dorset Lake,0.015,0,3.10E+12,390,39004,100000,0.004840111,1.35E-06,,NHD
Lakewatch,Dosson,0,Hillsborough,281687,5,28.12316667,-82.52553333,500488,68792796,1/30/03,2,281687,Dosson Lake,0.044,0,3.10E+12,390,39004,250000,0.009721965,4.01E-06,center lake,NHD
Lakewatch,Dosson,0,Hillsborough,281687,5,28.12316667,-82.52553333,77860,68792310,6/18/19,2,,,0.12705178,0,,466,46600,100000,0.044012014,1.17E-05,outer boundary,NHD
Lakewatch,Dot,0,Orange,281688,2,28.5521,-81.3867,5029,107809043,9/10/09,2,281688,Lake Dot,0.022,0,3.08E+12,390,39004,250000,0.005143418,2.03E-06,,NHD
Lakewatch,Dot,0,Seminole,NA,NA,28.7506,-81.28586667,231206,107777473,5/6/15,2,,,0.01713518,0,3.08E+12,436,43600,100000,0.005257985,1.58E-06,,NHD
Lakewatch,Douglas,0,Orange,281730,4,28.58236667,-81.25523333,279508,107807531,9/10/09,2,281730,Lake Douglas,0.046,61,3.08E+12,390,39009,250000,0.007837123,4.20E-06,,NHD
Lakewatch,Dove Field-1,0,Gulf,NA,NA,29.7079,-85.2551,,,,,,,,,,,,,,,,NHD
Lakewatch,Down,0,Orange,281739,483,28.50623333,-81.52746667,423427,c3aa4be1-a57b-47a6-8389-edde0c50422f,7/10/13,2,281739,Lake Down,3.68000794,29.9,3.09E+12,390,39009,2000000,0.130468206,0.000339171,,NHD
FWC,"Down, Lake",119,,,,28.499367,-81.53125,423427,c3aa4be1-a57b-47a6-8389-edde0c50422f,7/10/13,2,281739,Lake Down,3.68000794,29.9,3.09E+12,390,39009,2000000,0.130468206,0.000339171,,NHD
Lakewatch,Downey,0,Orange,299953,NA,28.5675,-81.2412,300497,107816249,9/10/09,2,299953,Lake Downey,0.073,0,3.08E+12,390,39004,250000,0.009284748,6.69E-06,,NHD
Lakewatch,Draper,0,Walton,281750,11.45301,30.3457,-86.21346667,527593,35361005,5/8/13,2,281750,Draper Lake,0.15483258,0,3.14E+12,390,39004,500000,0.034219525,1.45E-05,,NHD
Lakewatch,Drawdy,0,Orange,281753,22,28.5921,-81.12466667,301059,107777837,9/10/09,2,281753,Lake Drawdy,0.211,58,3.08E+12,390,39009,500000,0.020886794,1.95E-05,,NHD
Lakewatch,Dream,0,Orange,281754,NA,28.684,-81.51156667,139404,107709605,10/16/03,2,281754,Dream Lake,0.068,114,3.08E+12,390,39009,250000,0.009171295,6.27E-06,,NHD
Lakewatch,Druid,0,Orange,281775,8,28.56056667,-81.34976667,428895,112027729,4/28/11,2,281775,Druid Lake,0.076,30.2,3.09E+12,390,39009,250000,0.009875404,6.97E-06,,NHD
Lakewatch,Duck,0,Leon,NA,NA,30.51173333,-84.35676667,399115,{57215413-6028-4BB8-9634-8E7114B7BF47},4/9/16,2,,,0.02611232,0,,466,46600,50000,0.017113292,2.45E-06,outer boundary,NHD
Lakewatch,Duck,0,Leon,NA,NA,30.51173333,-84.35676667,21494,129952212,12/7/04,2,,,0.029,0,3.12E+12,390,39004,250000,0.007360016,2.72E-06,center lake,NHD
Lakewatch,Dunes,0,Lee,NA,NA,26.4546,-82.05355,,,,,,,,,,,,,,,,NHD
FWC_2,Dunns Creek,120,Putnam,,,29.535217,-81.555933,,,,,,,,,,,,,,,,NHD
Lakewatch,DuPont South,0,Volusia,281883,NA,28.9261,-81.2073,294055,107779453,2/13/15,2,281883,Dupont Lake,1.15635602,0,3.08E+12,390,39004,1000000,0.13994981,0.000106999,,NHD
Lakewatch,Dupree,0,Pasco,281887,NA,28.23863333,-82.4497,468303,41961565,5/30/02,2,281887,Dupree Lake,0.056,0,3.10E+12,390,39004,250000,0.011001441,5.19E-06,,NHD
FWC,Dupuis Management Area,1614,,,,26.933634,-80.530554,,,,,,,,,,,,,,,,NHD
Lakewatch,E,0,Broward,NA,NA,26.0755,-80.21813333,40993,138373363,4/17/14,2,,,0.14192184,3,3.09E+12,436,43600,500000,0.014002704,1.28E-05,,NHD
Lakewatch,E,0,Miami-Dade,NA,37,25.63953333,-80.34706667,450101,138375853,6/16/14,2,,,0.32121309,0,3.09E+12,436,43600,500000,0.039339603,2.89E-05,,NHD
Lakewatch,Eagle,0,Lake,NA,NA,28.7342,-81.8443,176434,112609684,7/6/10,2,,,0.131,0,3.08E+12,390,39005,500000,0.016609278,1.21E-05,,NHD
Lakewatch,Eagle,0,Polk,281921,279,27.986175,-81.766625,144011,78690649,2/20/13,2,281921,Eagle Lake,2.58531025,131,3.10E+12,390,39009,5000000,0.086440486,0.000237147,,NHD
Lakewatch,Eagle,0,Sarasota,NA,NA,27.1873,-82.4633,,,,,,,,,,,,,,,,NHD
FWC,Eagle Lake,121,,,,27.9863,-81.7658,144011,78690649,2/20/13,2,281921,Eagle Lake,2.58531025,131,3.10E+12,390,39009,5000000,0.086440486,0.000237147,,NHD
FWC,Eagle Lake FMA,122,,,,30.41089,-82.795899,263460,134532013,1/23/20,2,,,0.1354575,0,3.11E+12,436,43600,500000,0.04313471,1.27E-05,,NHD
Lakewatch,Eagle Pond,0,Highlands,NA,1,27.62696667,-81.5325,427071,112046653,5/22/16,2,,,0.01079313,0,3.09E+12,436,43600,100000,0.003588673,9.87E-07,,NHD
Lakewatch,Earl,0,Okaloosa,281937,4.9,30.419225,-86.591725,,,,,,,,,,,,,,,,NHD
Lakewatch,East,0,Broward,281964,NA,26.17986667,-80.12336667,45214,138372373,9/30/14,2,281964,East Coral Lake,0.0617334,0,3.09E+12,436,43600,250000,0.020811052,5.57E-06,,NHD
Lakewatch,East,0,Hillsborough,278461,35,27.9904,-82.3801,78837,68789602,6/18/19,2,278461,Bellows Lake,0.41610462,24,3.10E+12,390,39009,1000000,0.026273391,3.82E-05,,NHD
Lakewatch,East,0,Pasco,281994,44,28.20836667,-82.44,470547,41961919,12/11/14,2,281994,East Lake,0.38592768,76,3.10E+12,390,39009,1000000,0.046233518,3.55E-05,,NHD
Lakewatch,East,0,Putnam,281996,10,29.62753333,-81.9636,147375,112681132,5/28/20,2,281996,East Lake,0.07515097,0,3.08E+12,390,39000,2000000,0.011403124,7.00E-06,,NHD
Lakewatch,East,0,Sarasota,NA,NA,27.268,-82.1038,539919,56691793,3/19/19,2,,,0.03598969,0,,466,46600,50000,0.009534124,3.28E-06,,NHD
Lakewatch,East,0,Seminole,281995,2.8,28.7061,-81.34556667,144087,107719377,9/5/14,2,281995,East Lake,0.03305217,59,3.08E+12,390,39009,250000,0.006955579,0.000003052,,NHD
Lakewatch,East Crooked,0,Lake,281968,62,28.83216667,-81.66403333,147645,112623938,5/28/20,2,281968,East Crooked Lake,0.61912597,0,3.08E+12,390,39000,2000000,0.047378701,5.72E-05,,NHD
Lakewatch,East Crystal,0,Seminole,281126,NA,28.7684,-81.31316667,20587,10993257,10/17/99,3,281126,Crystal Lake,0.473,,3.08E+12,390,39004,,4548.705829,473485.0718,FDEP polygon a better fit,FDEP
Lakewatch,East Ellis,0,Pasco,281998,6.5,28.22713333,-82.4599,470046,41961713,5/30/02,2,281998,East Lake Ellis,0.06,0,3.10E+12,390,39004,250000,0.010425467,5.50E-06,,NHD
FWC,East Lake Tohopekaliga,123,,,,28.30613,-81.28408,429039,112035523,8/19/13,2,2082902,East Lake Tohopekaliga,47.51796254,0,3.09E+12,390,39004,5000000,0.387822873,0.004371124,,NHD
Lakewatch,East Nassau,0,Nassau,NA,NA,30.6131,-81.5217,460727,134186823,12/23/15,2,,,0.0354212,0,3.07E+12,436,43600,250000,0.007264582,3.33E-06,,NHD
Lakewatch,East Rocks,0,Lee,NA,NA,26.43493333,-82.11416667,531513,{D503CFEB-71F0-4AD3-86FB-EBFE76936788},3/25/14,2,,,0.02102013,0,3.10E+12,436,43600,100000,0.012253152,1.90E-06,,NHD
Lakewatch,East Rocks West,0,Lee,NA,NA,26.43666667,-82.11576667,531513,{D503CFEB-71F0-4AD3-86FB-EBFE76936788},3/25/14,2,,,0.02102013,0,3.10E+12,436,43600,100000,0.012253152,1.90E-06,,NHD
Lakewatch,East Twin,0,Putnam,NA,45,29.62196667,-81.851,239198,112685678,3/29/10,2,306526,Twin Lakes,0.184,0,3.08E+12,390,39004,500000,0.01721826,1.72E-05,,NHD
Lakewatch,Eastern,0,Walton,282040,25.41516,30.30983333,-86.09366667,528193,122178211,6/28/04,2,282040,Eastern Lake,0.182,0,3.14E+12,390,39004,500000,0.031822728,1.71E-05,,NHD
Lakewatch,Eastern North,0,Walton,282040,NA,30.3147,-86.0941,526990,122178124,6/28/04,2,282040,Eastern Lake,0.086,0,3.14E+12,390,39004,500000,0.026486692,8.08E-06,,NHD
Lakewatch,Easy,0,Polk,282050,NA,27.85773333,-81.5604,427072,112043191,10/19/13,2,282050,Lake Easy,1.35971087,34.1,3.09E+12,390,39009,5000000,0.043673621,0.000124579,,NHD
FWC,"Easy, Lake",1072,,,,27.86391183,-81.56107986,427072,112043191,10/19/13,2,282050,Lake Easy,1.35971087,34.1,3.09E+12,390,39009,5000000,0.043673621,0.000124579,,NHD
Lakewatch,Eaton,0,Marion,305619,144,29.257525,-81.868025,138545,112614608,5/28/20,2,305619,Lake Eaton,1.26643616,0,3.08E+12,390,39000,5000000,0.06944147,0.000117555,,NHD
FWC,"Eaton, Lake",124,,,,29.258301,-81.866156,138545,112614608,5/28/20,2,305619,Lake Eaton,1.26643616,0,3.08E+12,390,39000,5000000,0.06944147,0.000117555,,NHD
Lakewatch,Echo,0,Hillsborough,282070,11,28.10773333,-82.6036,500539,68746496,6/18/19,2,282070,Echo Lake,0.11533212,0,3.10E+12,390,39004,500000,0.015382196,1.06E-05,,NHD
Lakewatch,Echo,0,Marion,NA,2,29.10396667,-81.65,19577,107740459,2/13/15,2,,,0.03156824,53,3.08E+12,390,39009,250000,0.006569064,2.93E-06,,NHD
FWC,"Echo, Lake",125,,,,28.0829,-81.7345,245823,78686159,8/24/12,2,282073,Lake Echo,0.27167878,130,3.10E+12,390,39009,500000,0.018091349,2.49E-05,,NHD
Lakewatch,Eckles,0,Hillsborough,300095,NA,28.05516667,-82.4722,470736,41986551,9/10/09,2,300095,Lake Eckles,0.113,0,3.10E+12,390,39004,500000,0.022653501,1.04E-05,,NHD
FWC_2,Econfina Creek,126,Bay,,,30.33404,-85.55892,,,,,,,,,,,,,,,,NHD
FWC,Econfina River,127,,,,30.05877,-83.90665,,,,,,,,,,,,,,,,NHD
FWC,Econlockhatchee River,128,,,,28.617513,-81.158137,,,,,,,,,,,,,,,,NHD
FWC,Ed Medard Reservoir,129,,,,27.920033,-82.15425,389708,51890509,6/2/15,2,,,2.07181442,0,3.10E+12,436,43618,2000000,0.222246332,0.000189925,,NHD
Lakewatch,Edna,0,Hillsborough,NA,NA,27.99123333,-82.4769,172358,41987839,2/5/13,2,,,0.0067324,0,3.10E+12,436,43600,100000,0.003397385,6.18E-07,,NHD
Lakewatch,Eel,0,Leon,NA,NA,30.44926667,-84.3702,201073,129754805,3/19/19,2,,,0.00049248,0,3.12E+12,390,39004,24000,0.00080151,4.63E-08,"station 2, lake is broken into separate polygons",NHD
Lakewatch,Eel,0,Leon,NA,NA,30.44926667,-84.3702,181561,{9E96D519-1105-4CCB-8383-A142E72F9904},10/27/20,2,,,0.01738438,0,,466,46600,0,0.009395829,1.63E-06,outer boundary,NHD
Lakewatch,Eel,0,Leon,NA,NA,30.44926667,-84.3702,234162,164320563,3/19/19,2,,,0.0004009,0,3.12E+12,390,39004,24000,0.000721293,3.77E-08,"station 3, lake is broken into separate polygons",NHD
Lakewatch,Eel,0,Leon,NA,NA,30.44926667,-84.3702,83189,129754817,3/26/08,2,,,0.001,0,3.12E+12,390,39004,50000,0.001373252,1.39E-07,"station 1, lake is broken into separate polygons",NHD
FWC,Eglin Ephemeral Ponds,644,,,,30.417584,-86.787323,,,,,,,,,,,,,,,,NHD
FWC,Eglin Lakes FMA,619,,,,30.463568,-86.541802,,,,,,,,,,,,,,,,NHD
Lakewatch,Egret,0,Lake,NA,NA,28.7338,-81.8555,549333,112640570,3/18/20,2,,,0.03606266,0,3.08E+12,436,43600,250000,0.013246893,3.33E-06,,NHD
Lakewatch,Egret,0,Pinellas,NA,NA,27.81973333,-82.625,500134,68792886,4/22/19,2,,,0.00151972,0,3.10E+12,436,43600,50000,0.001784724,1.39E-07,,NHD
Lakewatch,Egret,0,Sarasota,NA,NA,27.26603333,-82.49093333,54487,61244643,8/7/08,2,,,0.003,0,3.10E+12,436,43617,50000,0.003023897,2.60E-07,,NHD
Lakewatch,Egret 2,0,Sarasota,NA,NA,27.25306667,-82.4933,103261,61246027,8/7/08,2,,,0.008,0,3.10E+12,436,43617,100000,0.004976352,7.09E-07,,NHD
Lakewatch,Egypt,0,Hillsborough,282124,27,28.0119,-82.492575,207648,68789210,6/18/19,2,282124,Egypt Lake,0.24444745,0,3.10E+12,390,39004,500000,0.0235002,2.24E-05,,NHD
Lakewatch,Elbert,0,Polk,282136,70,28.025275,-81.710325,191937,78686329,8/24/12,2,282136,Lake Elbert,0.68485121,135,3.10E+12,390,39009,1000000,0.036710211,6.28E-05,,NHD
FWC,"Elbert, Lake",130,,,,28.0266,-81.7099,191937,78686329,8/24/12,2,282136,Lake Elbert,0.68485121,135,3.10E+12,390,39009,1000000,0.036710211,6.28E-05,,NHD
FWC_2,Elbow Creek,131,Brevard,,,28.114846,-80.628117,,,,,,,,,,,,,,,,NHD
FWC,Elbow Creek,131,,,,28.114846,-80.628117,,,,,,,,,,,,,,,,NHD
Lakewatch,Eldorado,0,Lake,305627,69,28.8831,-81.6247,138549,112683400,5/28/20,2,305627,Lake Eldorado,0.58021414,0,3.08E+12,390,39000,1000000,0.031642993,5.37E-05,,NHD
Lakewatch,Elizabeth,0,Alachua,282164,46,29.69856667,-82.09373333,138557,112663838,5/28/20,2,282164,Lake Elizabeth,0.25625999,0,3.08E+12,390,39000,500000,0.023191735,2.39E-05,,NHD
Lakewatch,Elizabeth,0,Hillsborough,282162,9,28.1574,-82.57356667,499664,68758402,6/18/19,2,282162,Lake Elizabeth,0.08230176,49,3.10E+12,390,39009,500000,0.010399628,7.56E-06,,NHD
Lakewatch,Elizabeth,0,Leon,NA,26,30.4933,-84.2969,81901,129952302,12/7/04,2,,,0.011,0,3.12E+12,390,39004,100000,0.004857821,1.03E-06,,NHD
Lakewatch,Ella,0,Lake,305629,6.12,28.92983333,-81.6786,283295,112691240,8/22/09,2,,,0.119,0,3.08E+12,390,39004,500000,0.015294078,1.10E-05,,NHD
Lakewatch,Ella 2,0,Lake,305629,189,28.95453333,-81.71486667,143295,112690706,5/28/20,2,305629,Ella Lake,1.97487465,0,3.08E+12,390,39000,2000000,0.101388835,0.000182795,,NHD
FWC,Ella Lake,132,,,,28.95891,-81.71095,143295,112690706,5/28/20,2,305629,Ella Lake,1.97487465,0,3.08E+12,390,39000,2000000,0.101388835,0.000182795,,NHD
FWC,"Ella, Lake",1421,,,,28.88989159,-81.91943272,307218,68029649,9/10/09,2,282166,Lake Ella,0.095,0,3.10E+12,390,39004,500000,0.011388675,8.80E-06,,NHD
Lakewatch,Ellen,0,Hillsborough,282168,21,28.0617,-82.49663333,77756,68788834,6/18/19,2,282168,Lake Ellen,0.21836399,0,3.10E+12,390,39004,500000,0.018797361,2.00E-05,,NHD
Lakewatch,Ellen,0,Seminole,NA,NA,nan,nan,,,,,,,,,,,,,,,,NHD
Lakewatch,Ellen,0,Wakulla,305631,61,30.11573333,-84.3988,230674,129758122,10/27/20,2,305631,Lake Ellen,0.5608304,8.9,3.12E+12,390,39009,1000000,0.034610004,5.25E-05,,NHD
FWC_2,"Ellen, Lake",134,Wakulla,,,30.11355,-84.39807,230674,129758122,10/27/20,2,305631,Lake Ellen,0.5608304,8.9,3.12E+12,390,39009,1000000,0.034610004,5.25E-05,,NHD
FWC_2,"Ellen, Lake",714,Wakulla,,,28.0614478,-82.49723558,77756,68788834,6/18/19,2,282168,Lake Ellen,0.21836399,0,3.10E+12,390,39004,500000,0.018797361,2.00E-05,,NHD
Lakewatch,Eloise,0,Polk,282184,469,27.98373333,-81.70503333,156866,78690665,11/2/12,2,282184,Lake Eloise,4.68009852,131,3.10E+12,390,39009,5000000,0.104937031,0.000429287,,NHD
FWC,"Eloise, Lake",135,,,,27.9842,-81.7046,156866,78690665,11/2/12,2,282184,Lake Eloise,4.68009852,131,3.10E+12,390,39009,5000000,0.104937031,0.000429287,,NHD
Lakewatch,Emerald,0,Flagler,NA,NA,29.51186667,-81.1567,232964,125538219,6/28/14,2,,,0.42073734,0,3.08E+12,436,43600,500000,0.079321014,3.92E-05,center lake,NHD
Lakewatch,Emerald,0,Flagler,NA,NA,29.51186667,-81.1567,370520,{B7BF06EC-345B-456C-8501-0FDDDB875FB7},6/28/14,2,,,0.14085089,0,,466,46600,100000,0.064968572,1.31E-05,outer boundary,NHD
Lakewatch,Emeralda,0,Lake,305765,NA,28.91293333,-81.8372,27919,167179686,5/28/20,2,305765,Lake Griffin,38.33686867,0,3.08E+12,390,39000,5000000,0.574124008,0.00354537,,NHD
FWC,Emeralda Marsh Conservation Area,1381,,,,28.882454,-81.824748,,,,,,,,,,,,,,,,NHD
Lakewatch,Emily,0,Seminole,282201,2,28.673,-81.31356667,32015,10994275,8/24/09,3,282201,Lake Emily,0.015,,3.08E+12,390,39004,,459.6652242,15269.66065,FDEP polygon a better fit,FDEP
Lakewatch,Emily,0,Seminole,282201,2,28.673,-81.31356667,32015,10994275,8/24/09,3,282201,Lake Emily,0.015,,3.08E+12,390,39004,,459.6652242,15269.66065,FDEP polygon a better fit,FDEP
Lakewatch,Emma,0,Lake,282203,73,28.614,-81.8517,151731,167799219,5/28/20,2,282203,Lake Emma,0.69817573,0,3.08E+12,390,39000,5000000,0.029885682,6.44E-05,,NHD
Lakewatch,Emma,0,Seminole,282204,20,28.76136667,-81.35086667,143673,107825971,9/10/09,2,282204,Lake Emma,0.078,0,3.08E+12,390,39004,250000,0.015353571,7.16E-06,,NHD
FWC,"Emma, Lake",136,,,,28.6095,-81.8499,151731,167799219,5/28/20,2,282203,Lake Emma,0.69817573,0,3.08E+12,390,39000,5000000,0.029885682,6.44E-05,,NHD
Lakewatch,Emporia,0,Volusia,282211,33,29.19596667,-81.47086667,59889,107775983,2/13/15,2,282211,Lake Emporia,0.24168783,39,3.08E+12,390,39009,500000,0.040649873,2.24E-05,,NHD
Lakewatch,English,0,Putnam,295026,NA,29.424825,-81.532675,273941,125973917,9/26/11,2,295026,Lake Lillie,0.138,0,3.08E+12,390,39004,500000,0.017134893,1.29E-05,,NHD
Lakewatch,Enslow,0,Putnam,282230,63.6,29.6975,-81.9437,9047,125973877,3/21/14,2,282230,Enslow Lake,0.34977132,0,3.08E+12,390,39004,1000000,0.038746623,3.26E-05,,NHD
Lakewatch,Eola,0,Orange,282234,10,28.5389,-81.37356667,,,,,,,,,,,,,,,,NHD
Lakewatch,Erie,0,Lake,282245,NA,28.47766667,-81.84853333,517414,68087773,5/10/08,2,282245,Erie Lake,0.565,107,3.10E+12,390,39009,1000000,0.02805213,5.20E-05,,NHD
Lakewatch,Erie,0,Leon,282246,21,30.36745,-84.132075,118286,129755572,9/10/09,2,282246,Lake Erie,0.123,14.9,3.12E+12,390,39009,500000,0.016330874,1.16E-05,,NHD
Lakewatch,Erin Park Canals,0,Highlands,NA,NA,27.46513333,-81.45756667,,,,,,,,,,,,,,,,NHD
FWC_2,Escambia River,137,Santa rosa,,,30.563097,-87.216643,,,,,,,,,,,,,,,,NHD
Lakewatch,Esplanade,0,Miami-Dade,NA,NA,25.94493333,-80.32806667,151301,138374756,4/17/14,2,,,0.0363615,0,3.09E+12,436,43600,250000,0.007100646,3.28E-06,,NHD
Lakewatch,Estancia,0,Broward,NA,NA,26.0014,-80.40263333,,,,,,,,,,,,,,,,NHD
Lakewatch,Estates of Ft. Lauderdale,0,Broward,NA,NA,26.05286667,-80.18276667,442376,138373562,4/17/14,2,,,0.14107031,3,3.09E+12,436,43600,500000,0.030395326,1.27E-05,,NHD
Lakewatch,Estelle,0,Orange,282256,9,28.57526667,-81.3661,216951,107806919,9/10/09,2,282256,Lake Estelle,0.184,73,3.08E+12,390,39009,500000,0.027574953,1.70E-05,,NHD
Lakewatch,Estelle East,0,Orange,282256,NA,28.576,-81.36336667,216951,107806919,9/10/09,2,282256,Lake Estelle,0.184,73,3.08E+12,390,39009,500000,0.027574953,1.70E-05,,NHD
Lakewatch,Estes,0,Hillsborough,NA,NA,28.1196,-82.4661,500370,68788992,6/18/19,2,,,0.05831047,0,3.10E+12,390,39004,250000,0.012123729,5.36E-06,,NHD
Lakewatch,Eulalia,0,Orange,NA,NA,28.6192,-81.3721,14198,107806791,10/16/03,2,,,0.023,0,3.08E+12,390,39004,250000,0.005390467,2.12E-06,,NHD
Lakewatch,Eustis,0,Lake,282276,3159,28.84613333,-81.72803333,273757,112683438,5/28/20,2,282276,Lake Eustis,31.45816411,0,3.08E+12,390,39000,5000000,0.274773699,0.002908653,,NHD
FWC,"Eustis, Lake",138,,,,28.83665,-81.73027,273757,112683438,5/28/20,2,282276,Lake Eustis,31.45816411,0,3.08E+12,390,39000,5000000,0.274773699,0.002908653,,NHD
Lakewatch,Eva,0,Hillsborough,NA,NA,28.12023333,-82.5944,246048,68746480,6/18/19,2,,,0.00417427,0,3.10E+12,436,43600,50000,0.002909067,3.83E-07,,NHD
Lakewatch,Eva,0,Polk,294617,69,28.09543333,-81.62836667,89824,78690605,8/24/12,2,294617,Lake Eva,0.61178952,121,3.10E+12,390,39009,1000000,0.041753733,5.62E-05,,NHD
FWC,Eva Lake,139,,,,28.095278,-81.628333,89824,78690605,8/24/12,2,294617,Lake Eva,0.61178952,121,3.10E+12,390,39009,1000000,0.041753733,5.62E-05,,NHD
Lakewatch,Eve,0,Orange,282287,3,28.62996667,-81.4251,260242,107742971,9/10/09,2,282287,Lake Eve,0.033,84,3.08E+12,390,39009,250000,0.006537509,3.01E-06,,NHD
