OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,AreaOfInte,AreaOfIn_1,THINNERCOD,SHAPELEN,SHAPEAREA,FAOL_GNIS_,FAOL_REACH,FAOL_WBODY,FAOL_WATER,FAOL_COUNT,FAOL_OLD_W,FAOL_ATLAS
99829,107826299,9/10/09,2,286964,Lake Minnie,0.166,35,3.0801E+12,390,39009,2000000,0.022901979,1.52994E-05,Minnie,0,0,0,0,286964,3.0801E+12,7614,"Minnie, Lake",Seminole,,SEMINOLE
99954,112046675,9/10/09,2,279778,Lake Byrd,0.21,32.9,3.0901E+12,390,39009,500000,0.016501605,1.91756E-05,Byrd,0,0,0,0,279778,3.0901E+12,1000340,"Byrd, Lake",Highlands,,FAOL
99972,112643236,12/1/03,2,305726,Gillis Pond,0.174,0,3.0801E+12,390,39004,500000,0.016326265,1.62086E-05,Gillis,0,0,0,0,305726,3.0801E+12,1002440,Gillis Pond,Putnam,,FAOL
100161,78642867,8/24/12,2,,,0.92567494,0,3.1001E+12,390,39004,5000000,0.37723621,8.49638E-05,Saddle Creek FMA,380,0,0,0,,3.1001E+12,161995,Saddle Creek Pit West,Polk,,POLK
100281,107718449,5/6/15,2,284360,Lake Howell,1.62155329,53,3.0801E+12,390,39009,2000000,0.074215016,0.00014964,Howell,0,0,0,0,284360,3.0801E+12,7579,"Howell, Lake",Seminole,,SEMINOLE
100330,107777853,6/26/13,2,291620,Lake Stanley,0.19344042,0,3.0801E+12,390,39011,500000,0.01621472,1.78414E-05,Stanley,0,0,0,0,291620,3.0801E+12,140440,"Stanley, Lake",Orange,,ORANGE
100331,107777909,7/13/15,2,289964,Lake Rose,0.38202108,79,3.0801E+12,390,39009,1000000,0.032514293,3.52199E-05,Rose,0,0,0,0,289964,3.0801E+12,140401,"Rose, Lake",Orange,,ORANGE
100463,68748036,6/18/19,2,277954,Lake Armistead,0.14527284,40,3.10021E+12,390,39009,1000000,0.015408849,1.33396E-05,Armistead,0,0,0,0,277954,3.10021E+12,5144,"Armistead, Lake",Hillsborough,,HILLSBOROUGH
104009,112624182,7/6/10,2,,,0.048,0,3.0801E+12,390,39004,250000,0.009948433,4.44332E-06,"Junietta, Lake",226,0,0,0,,3.0801E+12,7939,"Junieta, Lake",Lake,,LAKE
104012,112655294,7/6/10,2,,,0.102,0,3.0801E+12,436,43617,250000,0.012291802,9.44818E-06,Purdum Pond,0,0,0,0,,3.0801E+12,8324,Purdum Pond,Lake,,LAKE
104157,113632255,5/17/11,2,279221,Bonnet Lake,0.155,142,3.11021E+12,390,39009,500000,0.014845794,1.44145E-05,Bonnet,0,0,0,0,279221,3.11021E+12,1000233,Bonnet Lake,Alachua,,FAOL
104245,107807415,7/13/15,2,284014,Lake Highland,0.12961906,77,3.0801E+12,390,39009,500000,0.015595088,1.19526E-05,Highland,0,0,0,0,284014,3.0801E+12,140245,"Highland, Lake",Orange,,ORANGE
104655,107807423,6/26/13,2,,,0.01770558,0,3.0801E+12,436,43615,100000,0.005569173,1.63228E-06,Santiago,0,0,0,0,,3.0801E+12,143834,"Santiago, Lake",Orange,,ORANGE
104665,107808939,9/10/09,2,285911,Lake Lockhart,0.078,73,3.0801E+12,390,39009,250000,0.011085732,7.17516E-06,Lockhart,0,0,0,0,285911,3.0801E+12,140294,"Lockhart, Lake",Orange,,ORANGE
104679,107814629,5/6/15,2,286020,Long Lake,0.29828807,44,3.0801E+12,390,39009,500000,0.030305108,2.75327E-05,Long,0,0,0,0,286020,3.0801E+12,7599,Long Lake,Seminole,,SEMINOLE
104699,107825889,5/6/15,2,284752,Lake Jennie,0.17264007,0,3.0801E+12,390,39004,500000,0.016551829,1.5952E-05,Jennie,0,0,0,0,284752,3.0801E+12,7588,"Jennie, Lake",Seminole,,SEMINOLE
104717,107840559,10/16/03,2,,,0.031,0,3.0801E+12,390,39004,250000,0.006147549,2.88645E-06,Rose Hill,0,0,0,0,,3.0801E+12,140403,"Rose, Lake",Orange,,ORANGE
105053,78686199,8/24/12,2,288455,Lake Pansy,0.20158436,129,3.1001E+12,390,39009,5000000,0.015562399,1.85047E-05,Pansy,0,0,0,0,288455,3.1001E+12,160501,"Pansy, Lake",Polk,501,POLK
105056,78690655,11/2/12,2,287566,Ned Lake,0.29354719,131,3.1001E+12,390,39009,500000,0.024319932,2.6929E-05,Ned,0,0,0,0,287566,3.1001E+12,160722,Ned Lake,Polk,722,POLK
105144,107719143,9/10/09,2,286129,Lake Lotus,0.014,0,3.0801E+12,390,39004,100000,0.004119634,0.000001279,Lotus 2,0,0,0,0,286129,3.0801E+12,7601,"Lotus, Lake (Casselberry)",Seminole,,SEMINOLE
105161,107742435,10/16/03,2,,,0.021,0,3.0801E+12,390,39004,250000,0.005006215,1.95882E-06,Asher,0,0,0,0,,3.0801E+12,7507,"Asher, Lake",Seminole,,SEMINOLE
105185,107775455,10/16/03,2,291981,Sylvan Lake,0.761,40,3.0801E+12,390,39009,1000000,0.04833295,7.03739E-05,Sylvan,0,0,0,0,291981,3.0801E+12,7663,Sylvan Lake,Seminole,,SEMINOLE
105280,68757872,6/18/19,2,,,0.05808602,0,3.10021E+12,390,39004,250000,0.014723502,5.33746E-06,Little Como,0,0,0,0,,3.10021E+12,20127,Little Como Lake,Pasco,,TAMPA BAY
105289,68789184,6/18/19,2,,,0.0119321,0,3.10021E+12,390,39004,100000,0.004913531,1.09528E-06,Fleur de Lis,0,0,0,0,,3.10021E+12,5661,Fleur De Lis,Hillsborough,,HILLSBOROUGH
107266,125939770,7/24/19,2,286198,Lake Lucina,0.03736569,0,3.0801E+12,436,43600,250000,0.009271171,3.5055E-06,Lucina,0,0,0,0,286198,3.0801E+12,1001233,"Lucina, Lake",Duval,,FAOL
107751,129951068,1/4/16,2,281550,Lower Dianne Lake,0.25405026,0,3.12E+12,436,43600,500000,0.044383731,2.38936E-05,Diane,0,0,0,0,281550,3.12E+12,260073,Lower Lake Dianne,Leon,,FAOL
109948,112630668,7/1/10,2,,,0.032,0,3.0801E+12,390,39001,250000,0.007133652,3.02518E-06,Potano Ponds,0,0,0,0,,3.0801E+12,1002849,"Potano Ponds, Lake",Alachua,,FAOL
110168,107881199,5/6/15,2,287074,Lake Monroe,35.49635575,0,3.0801E+12,390,39004,5000000,0.512145168,0.003281774,"Monroe, Lake",304,0,0,0,287074,3.0801E+12,7618,"Monroe, Lake",Volusia,,SEMINOLE
110185,107776163,2/13/15,2,306438,Spring Garden Lake,2.0913075,1,3.0801E+12,390,39009,2000000,0.095772924,0.000193872,Spring Garden,0,0,0,0,306438,3.0801E+12,220143,Spring Garden Lake,Volusia,,VOLUSIA
110506,52231558,1/14/14,2,,,0.05182121,0,3.1002E+12,436,43615,250000,0.01088662,4.74189E-06,Pond 07-901,0,0,0,0,,3.1002E+12,5637,PONDWATCH (07-901),Hillsborough,,HILLSBOROUGH
111052,78686289,8/24/12,2,286529,Lake Maude,0.21667206,140,3.1001E+12,390,39009,500000,0.01655318,1.98846E-05,"Maude, Lake",285,0,0,0,286529,3.1001E+12,160578,"Maude, Lake",Polk,578,POLK
111054,78690635,11/2/12,2,291058,Lake Shipp,1.08997877,131,3.1001E+12,390,39009,5000000,0.040979185,9.9997E-05,Shipp,0,0,0,0,291058,3.1001E+12,160685,"Shipp, Lake",Polk,685,POLK
111114,41986811,5/30/02,2,300091,Twin Lake,0.104,0,3.10021E+12,390,39004,500000,0.012629208,9.51314E-06,Twin,0,0,0,0,300091,3.10021E+12,5405,Twin Lake,Hillsborough,,HILLSBOROUGH
111144,107718247,9/10/09,2,293300,Lake Wildmere,0.13,59,3.0801E+12,390,39009,500000,0.013245427,1.20326E-05,Wildmere,0,0,0,0,293300,3.0801E+12,7682,"Wildmere, Lake",Seminole,,SEMINOLE
111184,107742835,10/16/03,2,286981,Mirror Lake,0.128,0,3.0801E+12,390,39004,500000,0.020080906,1.18432E-05,Mirror,0,0,0,0,286981,3.0801E+12,7616,Mirror Lake,Seminole,,SEMINOLE
111213,107778425,2/13/15,2,286263,Lake Macy,0.0753233,0,3.0801E+12,390,39004,5000000,0.013981413,6.97278E-06,"Macy, Lake",269,0,0,0,286263,3.0801E+12,220078,"Macy, Lake",Volusia,,VOLUSIA
112832,125948874,12/5/13,2,,,0.02750492,0,3.0801E+12,436,43600,100000,0.007219189,2.57521E-06,Willow,0,0,0,0,,3.0801E+12,1002893,"Willow, Lake",Duval,,FAOL
114630,112622466,11/4/09,2,,,0.094,0,3.0801E+12,390,39004,500000,0.011528329,8.77674E-06,Miles Kale,0,0,0,0,,3.0801E+12,1002827,"Miles Kale, Lake",Marion,,FAOL
114782,112699130,5/28/20,2,277748,Lake Alice,0.09333302,0,3.0801E+12,390,39000,500000,0.016240848,8.6957E-06,Alice,0,0,0,0,277748,3.0801E+12,1000020,"Alice, Lake",Alachua,,FAOL
114991,113638769,10/16/19,2,290657,Santa Fe Lake,20.90211724,141,3.11021E+12,390,39009,5000000,0.265022785,0.001949382,Santa Fe Lake,384,0,0,0,290657,3.11021E+12,1001701,Santa Fe Lake,Alachua,,FAOL
115078,107825173,2/13/15,2,305832,Hopkins Prairie,2.68307307,0,,466,46600,500000,0.233749846,0.000249103,Hopkins Prairie,0,0,0,0,305832,3.0801E+12,1002463,Hopkins Prairie,Marion,,FAOL
115079,107775745,11/12/13,2,295032,Trowel Lake,0.10179932,0,3.0801E+12,390,39009,500000,0.012926718,9.46491E-06,Bell,0,0,0,0,295032,3.0801E+12,1002164,"Bell, Lake",Putnam,,FAOL
115496,107806903,9/10/09,2,293432,Lake Winyah,0.069,73,3.0801E+12,390,39009,250000,0.009415601,6.38809E-06,Winyah,0,0,0,0,293432,3.0801E+12,140497,"Winyah, Lake",Orange,,ORANGE
115498,107807489,9/10/09,2,291770,Lake Sue,0.581,73,3.0801E+12,390,39009,1000000,0.033071403,5.36077E-05,Sue,0,0,0,0,291770,3.0801E+12,140449,"Sue, Lake",Orange,,ORANGE
115526,107825923,9/10/09,2,277672,Lake Ada,0.207,42,3.0801E+12,390,39009,500000,0.034545117,1.91323E-05,Ada,0,0,0,0,277672,3.0801E+12,7500,"Ada, Lake",Seminole,,SEMINOLE
115796,78188197,3/25/14,2,,,0.01307232,0,3.1001E+12,436,43600,100000,0.006762137,1.18745E-06,Pond 3,0,0,0,0,,3.1001E+12,320037,Twin Isles Country Club - Pond 3,Charlotte,,CHNEP
115851,78622017,2/20/13,2,290047,Lake Ruby,1.04764897,125,3.1001E+12,390,39009,1000000,0.036353751,9.60854E-05,Ruby,0,0,0,0,278511,3.1001E+12,160801,"Ruby, Lake",Polk,801,POLK
115866,78642541,8/24/12,2,280984,Lake Crago,0.20437662,0,3.1001E+12,390,39004,500000,0.025732221,1.87655E-05,Crago,0,0,0,0,280984,3.1001E+12,160427,"Crago, Lake",Polk,427,POLK
116033,107777783,5/6/15,2,,,0.09974922,0,3.0801E+12,436,43600,250000,0.014205528,9.20371E-06,Jackson,0,0,0,0,,3.0801E+12,140263,"Jackson, Lake",Orange,,ORANGE
116273,112662816,5/28/20,2,278335,Bear Lake,0.22602755,0,3.0801E+12,390,39000,500000,0.018753223,2.08219E-05,Bear,0,0,0,0,278335,FCP1206900040,7808,Bear Lake (near Lake Louisa),Lake,,LAKE
116277,112613526,5/28/20,2,281403,Dean Pond,0.03712091,0,3.0801E+12,390,39000,250000,0.006968398,3.45356E-06,Dean Pond,0,0,0,0,281403,3.0801E+12,1000563,Dean Pond,Alachua,,FAOL
116282,112698904,5/28/20,2,305833,Horseshoe Lake,0.11034721,0,3.0801E+12,390,39000,500000,0.017017548,1.02656E-05,Horseshoe,0,0,0,0,305833,3.0801E+12,1002464,Horseshoe Lake,Marion,,FAOL
116283,112616934,5/28/20,2,,,0.03346529,0,3.0801E+12,390,39000,250000,0.007568049,3.08649E-06,Dolls,0,0,0,0,,3.0801E+12,8319,"Dolls, Lake",Lake,,LAKE
116604,112683414,5/28/20,2,306533,Unity Lake,0.43253899,0,3.0801E+12,390,39000,1000000,0.02577921,4.0004E-05,Unity,0,0,0,0,306533,3.0801E+12,8190,Unity Lake,Lake,,LAKE
116709,112622706,5/28/20,2,306121,North Lake,0.74693354,0,3.0801E+12,390,39000,1000000,0.041590764,6.92708E-05,North,0,0,0,0,306121,3.0801E+12,1002518,North Lake,Marion,,FAOL
116814,112611676,5/28/20,2,280453,Church Lake,0.10249079,0,3.0801E+12,390,39000,500000,0.011161185,9.54969E-06,Church,0,0,0,0,280453,3.0801E+12,1000414,Church Lake,Putnam,,FAOL
117456,125552607,7/10/19,2,,,0.01680356,0,3.0802E+12,436,43600,100000,0.012228831,1.56529E-06,Nantucket,0,0,0,0,,3.0802E+12,1002831,"Nantucket, Lake",Flagler,,FAOL
117508,112608646,5/28/20,2,291007,Sheppard Lake,0.07630024,0,3.0801E+12,390,39000,250000,0.00976384,7.04392E-06,Sheppard,0,0,0,0,291007,3.0801E+12,140554,Sheppard Lake,Orange,,ORANGE
117678,125552608,7/10/19,2,,,0.02917288,0,3.0802E+12,436,43600,250000,0.015082453,2.7175E-06,Avalon,0,0,0,0,,3.0802E+12,1002718,"Avalon, Lake",Flagler,,FAOL
118056,125957590,9/27/04,2,291256,Smith Lake,0.392,87,3.0801E+12,390,39009,1000000,0.036814214,3.65327E-05,Smith,0,0,0,0,291256,3.0801E+12,1001793,Smith Lake,Clay,,FAOL
118286,129755572,9/10/09,2,282246,Lake Erie,0.123,14.9,3.12E+12,390,39009,500000,0.016330874,1.15661E-05,Erie,0,0,0,0,282246,3.12E+12,260033,"Erie, Lake",Leon,,FAOL
120182,112631312,7/1/10,2,,,0.019,0,3.0801E+12,390,39004,100000,0.005665863,1.75644E-06,Meta,0,0,0,0,,3.0801E+12,1002826,"Meta, Lake",Alachua,,FAOL
120239,112633338,3/15/10,2,,,0.017,0,3.0801E+12,390,39004,100000,0.006016855,1.54452E-06,Kingswood,0,0,0,0,,3.0801E+12,1002803,"Kingswood, Lake",Alachua,,FAOL
120504,107776025,10/30/13,2,288055,Lake Odom,0.23340658,26,3.0801E+12,390,39009,500000,0.020862352,2.16449E-05,Odom,0,0,0,0,288055,3.0801E+12,220089,"Odom, Lake",Volusia,,VOLUSIA
120881,107826547,10/16/03,2,,,0.018,0,3.0801E+12,390,39004,100000,0.011919792,1.67213E-06,Pine,0,0,0,0,,3.0801E+12,7703,Pine Lake,Seminole,,SEMINOLE
120971,112047587,9/10/09,2,285472,Lake Letta,1.874,30.2,3.0901E+12,390,39009,2000000,0.049026554,0.00017121,Letta,0,0,0,0,285472,3.0901E+12,1001121,"Letta, Lake",Highlands,,FAOL
121153,78619473,8/24/12,2,286716,Lake Menzie,0.08313747,0,3.1001E+12,390,39004,500000,0.010056907,7.62833E-06,"Minzie, Lake",300,0,0,0,286716,3.1001E+12,160646,"Menzie, Lake",Polk,646,POLK
121163,78641041,11/2/12,2,,,0.10039834,0,3.1001E+12,390,39004,500000,0.022645706,9.1906E-06,Ft. Meade Pits,149,0,0,0,,3.1001E+12,161624,Fort Meade Pit,Polk,1624,POLK
121277,107723965,10/16/03,2,281223,Cypress Lake,0.057,63,3.0801E+12,390,39009,250000,0.008689452,5.28623E-06,Cypress Lake,638,0,0,0,281223,3.0801E+12,220036,Cypress Lake,Volusia,,VOLUSIA
121419,68757922,9/10/09,2,283796,Lake Harvey,0.083,0,3.10021E+12,390,39004,500000,0.011652508,7.6633E-06,Harvey,0,0,0,0,283796,3.10021E+12,5036,"Harvey, Lake",Hillsborough,,HILLSBOROUGH
122985,125957875,9/27/04,2,,,0.039,0,3.0801E+12,390,39004,250000,0.007148835,3.68148E-06,Hillcrest,0,0,0,0,,3.0801E+12,1002789,"Hillcrest, Lake",Clay,,FAOL
124250,112688448,5/28/20,2,286205,Lake Lucy,1.72386076,0,3.0801E+12,390,39000,5000000,0.0831045,0.000159024,Lucy,0,0,0,0,286205,FCP1206900098,8028,"Lucy, Lake",Lake,,LAKE
124429,112635882,5/28/20,2,291629,Star Lake,0.96095077,0,3.0801E+12,390,39000,1000000,0.050400773,8.94289E-05,Star,0,0,0,0,291629,3.0801E+12,1001842,Star Lake,Putnam,,FAOL
124442,112635658,5/28/20,2,287176,Moss Lee Lake,0.33426905,0,3.0801E+12,390,39000,1000000,0.032195712,0.000031118,Moss,0,0,0,0,287176,3.0801E+12,1001367,Moss Lee Lake,Putnam,,FAOL
124897,129952717,4/9/16,2,306480,Lake Talquin,32.83243952,21,3.12E+12,390,39009,5000000,1.533900745,0.00308297,Talquin,0,0,0,0,306650,3.12E+12,260116,"Talquin, Lake",Gadsden,,FAOL
124899,107775551,5/6/15,2,295793,Lake Jesup,32.60912776,0,3.0801E+12,390,39004,5000000,0.702672364,0.003011693,"Jessup, Lake",215,0,0,0,295793,3.0801E+12,7589,"Jesup, Lake",Seminole,,SEMINOLE
125013,{2D589D9F-BF4A-4A98-ABC7-C44444455829},5/28/20,2,305965,Little Lake Weir,1.32007434,0,3.0801E+12,390,39000,2000000,0.073446032,0.000122254,Little Lake Weir,247,0,0,0,306567,3.0801E+12,1002600,"Weir, Lake",Marion,,FAOL
125034,112690608,5/28/20,2,306532,Lake Umatilla,0.68341307,0,3.0801E+12,390,39000,1000000,0.052586414,6.32323E-05,Umatilla,0,0,0,0,306532,3.0801E+12,8070,"Umatilla, Lake",Lake,,LAKE
125036,112634940,5/28/20,2,305486,Clear Lake,0.15761163,0,3.0801E+12,390,39000,500000,0.02566786,1.46191E-05,"Silver, Lake",1483,0,0,0,305486,3.0801E+12,1002394,Clear Lake,Marion,,FAOL
125042,112624188,5/28/20,2,283920,Lake Hermosa,0.11118386,0,3.0801E+12,390,39000,500000,0.011653895,1.02789E-05,Hermosa,0,0,0,0,283920,3.0801E+12,8001,"Hermosa, Lake (in Eustis)",Lake,,LAKE
125467,112050787,9/9/14,2,,,0.05103453,0,3.0901E+12,436,43600,250000,0.010149623,4.65024E-06,Diane,0,0,0,0,,3.0901E+12,1002753,"Diane, Lake",Highlands,,FAOL
125607,78582149,11/2/12,2,282986,Gator Lake,0.44952252,130,3.1001E+12,390,39009,1000000,0.026752086,4.11799E-05,"Gator, Lake",154,0,0,0,282986,3.1001E+12,161389,Gator Lake,Polk,1389,POLK
125704,78690641,2/20/13,2,284847,Lake John,0.39898093,0,3.1001E+12,390,39004,1000000,0.087333291,3.66029E-05,"John Wood, Lake",216,0,0,0,284847,3.1001E+12,160708,"John, Lake",Polk,708,POLK
125787,107719151,9/10/09,2,282327,Lake of the Woods,0.208,76,3.0801E+12,390,39009,500000,0.019605825,1.91514E-05,Woods,0,0,0,0,282327,3.0801E+12,7686,"Woods, Lake Of The",Seminole,,SEMINOLE
125790,107719371,5/6/15,2,,,0.00767048,0,3.0801E+12,436,43600,100000,0.003580357,7.0777E-07,Noname,0,0,0,0,,3.0801E+12,7505,"Ann, Lake",Seminole,,SEMINOLE
126039,112664864,5/28/20,2,291353,South Bull Pond,0.69701804,0,3.0801E+12,390,39000,1000000,0.044160138,6.49379E-05,South Bull Pond,0,0,0,0,291353,3.0801E+12,1001806,South Bull Pond,Putnam,,FAOL
127738,125957328,9/10/09,2,283018,Lake Geneva,3.132,0,3.0801E+12,390,39004,2000000,0.099046562,0.00029219,Geneva,0,0,0,0,283018,3.0801E+12,1000770,"Geneva, Lake",Clay,,FAOL
127912,129755352,9/10/09,2,305368,Lake Bradford,0.591,14.7,3.12E+12,390,39009,2000000,0.035715683,5.54945E-05,Bradford,0,0,0,0,305368,3.12E+12,260013,"Bradford, Lake",Leon,,FAOL
128598,138375900,6/16/14,2,,,0.10135132,0,3.09021E+12,436,43600,250000,0.011896872,9.10637E-06,Whispering Pines,0,0,0,0,,3.09021E+12,1002941,"Whispering Pines, Lake",Miami-Dade,,FAOL
129028,112635742,5/28/20,2,288075,Lake Ola,1.73287405,0,3.0801E+12,390,39000,2000000,0.061350753,0.000160084,Ola,0,0,0,0,288075,3.0801E+12,140357,"Ola, Lake",Orange,,ORANGE
129080,68030083,9/9/09,2,,,0.02,0,3.10021E+12,390,39004,250000,0.005981109,1.86327E-06,Small,0,0,0,0,,3.10021E+12,1002872,"Small, Lake",Citrus,,FAOL
129106,112698280,5/28/20,2,278907,Black Lake,0.9685224,0,3.0801E+12,390,39004,1000000,0.043541176,8.92836E-05,Black,0,0,0,0,278907,3.0801E+12,140009,Black Lake,Orange,,ORANGE
129113,112623968,5/28/20,2,291929,Lake Swatara,0.30626859,0,3.0801E+12,390,39000,500000,0.02101746,2.83231E-05,Swatara,0,0,0,0,291929,3.0801E+12,8065,"Swatara, Lake",Lake,,LAKE
129140,112690864,5/28/20,2,306428,South Twin Lake,0.37154939,0,3.0801E+12,390,39000,1000000,0.023736922,3.43882E-05,South Twin,0,0,0,0,306428,3.0801E+12,8164,South Twin Lake,Lake,,LAKE
129272,120024321,5/28/20,2,294087,Lake Minneola,7.71716752,0,3.0801E+12,390,39000,5000000,0.110020744,0.000711722,Minneola,0,0,0,0,294087,FCP1206900006,8103,"Minneola, Lake (at Minneola)",Lake,,LAKE
129595,107775867,11/12/13,2,292705,Upper Lake Louise,0.36946101,0,3.0801E+12,390,39004,1000000,0.023271105,3.43241E-05,Upper Louise,0,0,0,0,292705,3.0801E+12,220123,Upper Lake Louise,Volusia,,VOLUSIA
129601,107809213,5/6/15,2,278437,Lake Bell,0.14765885,89,3.0801E+12,390,39009,500000,0.014089374,1.36225E-05,Bell,0,0,0,0,278437,3.0801E+12,140093,"Bell, Lake",Orange,,ORANGE
129621,125973830,7/24/19,2,281632,Doctors Lake,14.02952982,0,3.0801E+12,390,39004,5000000,0.277731956,0.001313398,Doctors,0,0,0,0,281632,3.0801E+12,1000597,Doctors Lake,Clay,,FAOL
129680,112683514,5/28/20,2,281501,Lake Denham,1.02735329,0,3.0801E+12,390,39000,1000000,0.040836506,9.49193E-05,Denham,0,0,0,0,281501,FCP1206900023,7969,"Denham, Lake",Lake,,LAKE
129686,112683850,5/28/20,2,288880,Pine Island Lake,1.69843046,0,3.0801E+12,390,39000,2000000,0.148914513,0.000156521,Pine Island,0,0,0,0,288880,3.0801E+12,8130,Pine Island Lake,Lake,,LAKE
129696,112637178,5/28/20,2,283399,Green Pond,0.1093475,0,3.0801E+12,390,39000,500000,0.015035639,1.01789E-05,Green Pond,0,0,0,0,283399,3.0801E+12,1000838,Green Pond,Putnam,,FAOL
129698,167178835,5/28/20,2,288384,Lake Palatlakaha,0.4405144,0,3.0801E+12,390,39000,5000000,0.035343403,4.06175E-05,Palatlakaha,0,0,0,0,281038,FCP1206900005,8049,"Palatlakaha, Lake",Lake,,LAKE
129700,112636440,5/28/20,2,289587,Redwater Lake,0.92697749,0,3.0801E+12,390,39000,1000000,0.038720602,8.62986E-05,Redwater,0,0,0,0,289587,3.0801E+12,1001597,Redwater Lake,Putnam,,FAOL
129986,107809233,9/10/09,2,290674,Lake Sarah,0.05,0,3.0801E+12,390,39004,250000,0.007894702,4.65448E-06,Sarah,0,0,0,0,290674,3.0801E+12,140412,"Sarah, Lake",Orange,,ORANGE
130008,107817905,9/10/09,2,285438,Lake Lee,0.047,0,3.0801E+12,390,39004,250000,0.007642369,4.32951E-06,Lee,0,0,0,0,285438,3.0801E+12,140286,"Lee, Lake",Orange,,ORANGE
130064,112028229,7/10/13,2,285726,Little Lake Conway,2.79645898,26.2,3.0901E+12,390,39009,2000000,0.14939349,0.000257696,Little Conway,0,0,0,0,285726,3.0901E+12,140148,"Conway, Lake",Orange,,ORANGE
130355,78641907,11/2/12,2,278450,Lake Belle,0.20948706,0,3.1001E+12,390,39004,500000,0.031112151,1.91978E-05,Belle East,0,0,0,0,278450,3.1001E+12,161232,"Belle, Lake",Polk,1232,POLK
130475,107718519,9/10/09,2,282593,Lake Florence,0.121,61,3.0801E+12,390,39009,500000,0.016345083,1.11475E-05,Florence,0,0,0,0,282593,3.0801E+12,7552,"Florence, Lake",Seminole,,SEMINOLE
130476,107718679,11/2/18,2,288635,Pearl Lake,0.0507653,86,3.0801E+12,390,39009,2000000,0.007890805,4.68561E-06,Pearl,0,0,0,0,288635,3.0801E+12,7634,Pearl Lake (Casselberry),Seminole,,SEMINOLE
130484,107719277,9/5/14,2,277811,Lake Alma,0.01730235,53,3.0801E+12,390,39009,100000,0.010948776,1.59785E-06,Alma,0,0,0,0,277811,3.0801E+12,7502,"Alma, Lake",Seminole,,SEMINOLE
130696,112616856,5/28/20,2,284669,Jacks Lake,0.14914419,0,3.0801E+12,390,39000,500000,0.014978427,1.37524E-05,Jack's,0,0,0,0,284669,3.0801E+12,7934,Jacks Lake,Lake,,LAKE
130708,112608670,5/28/20,2,286460,Marshall Lake,0.24512865,0,3.0801E+12,390,39000,500000,0.020049643,2.2629E-05,Marshall,0,0,0,0,286460,3.0801E+12,140517,Marshall Lake,Orange,,ORANGE
133280,164161193,3/24/08,2,306397,Silver Lake,0.083,0,3.0801E+12,390,39004,500000,0.013394747,7.69076E-06,Silver Paisley,0,0,0,0,,FCP1206900031,8321,Silver Paisley Lake,Lake,,LAKE
134009,107775511,10/16/14,2,283749,Lake Harney,25.100962,0,3.0801E+12,390,39004,5000000,0.322676485,0.002318893,Harney,0,0,0,0,283749,3.0801E+12,7569,"Harney, Lake",Seminole,,SEMINOLE
134046,122162436,1/15/17,2,281453,Deer Point Lake,12.00396935,0,3.1401E+12,390,39004,5000000,0.545715138,0.001125674,Deer Point,0,0,0,0,281453,3.1401E+12,1000572,Deer Point Lake,Bay,,FAOL
134087,164161194,2/13/15,2,306366,Sellers Lake,3.40428961,0,3.0801E+12,390,39004,2000000,0.190076286,0.000315566,Sellers Lake,392,0,0,0,306366,3.0801E+12,8155,Sellers Lake,Marion,,LAKE
134291,83028191,4/24/10,2,,,0.007,0,3.0802E+12,436,43617,100000,0.003460126,6.8097E-07,Rose,0,0,0,0,,3.0802E+12,1002854,"Rose, Lake",St. Lucie,,FAOL
134361,107813565,5/6/15,2,283154,Golden Lake,0.14448577,38,3.0801E+12,390,39009,500000,0.019456577,1.33495E-05,Golden,0,0,0,0,283154,3.0801E+12,7563,Golden Lake,Seminole,,SEMINOLE
134366,107815431,9/10/09,2,280331,Lake Charm,0.079,45,3.0801E+12,390,39009,500000,0.011346172,7.31984E-06,Charm,0,0,0,0,280331,3.0801E+12,7524,"Charm, Lake",Seminole,,SEMINOLE
134381,107822985,10/30/13,2,,,0.01841829,0,3.0801E+12,390,39004,100000,0.004962067,1.70518E-06,Bear 2,0,0,0,0,,FCP1206900115,7810,Bear Lake (near Pine Lakes),Lake,,LAKE
134387,107825879,10/16/03,2,278077,Banana Lake,0.072,49,3.0801E+12,390,39009,250000,0.010686888,6.62389E-06,Banana,0,0,0,0,278077,3.0801E+12,7509,Banana Lake,Seminole,,SEMINOLE
134421,112027797,9/10/09,2,277957,Lake Arnold,0.103,28.3,3.0901E+12,390,39009,500000,0.012092379,9.49209E-06,Arnold,0,0,0,0,277957,3.0901E+12,140078,"Arnold, Lake",Orange,,ORANGE
134485,112046067,9/10/09,2,284603,Lake Isabell,0.377,28.3,3.0901E+12,390,39009,1000000,0.023445183,3.45119E-05,"Isabell, Lake",204,0,0,0,284603,3.0901E+12,161899,"Isabel, Lake",Polk,1899,POLK
134666,78622005,11/2/12,2,289728,River Lake,0.0876621,137,3.1001E+12,390,39009,500000,0.014549436,8.04083E-06,River,0,0,0,0,289728,3.1001E+12,160766,River Lake,Polk,766,POLK
134782,107719145,11/2/18,2,,,0.00878178,0,3.0801E+12,390,39004,2000000,0.003855222,8.1051E-07,Pot,0,0,0,0,,3.0801E+12,7639,Pot Lake,Seminole,,SEMINOLE
