OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,AreaOfInte,AreaOfIn_1,THINNERCOD,SHAPELEN,SHAPEAREA,FAOL_GNIS_,FAOL_REACH,FAOL_WBODY,FAOL_WATER,FAOL_COUNT,FAOL_OLD_W,FAOL_ATLAS
484843,127396510,3/11/14,2,291300,Sneads Smokehouse Lake,0.79122886,22.9,3.1101E+12,390,39009,2000000,0.096151419,7.44123E-05,Snead's Smokehouse,407,0,0,0,291300,3.1101E+12,1001799,Sneads Smokehouse Lake,Jefferson,,FAOL
491109,134533284,9/11/09,2,284736,Lake Jeffery,0.481,39.9,3.1102E+12,390,39009,1000000,0.036973642,4.50663E-05,Jeffery,0,0,0,0,284736,3.1102E+12,1001025,"Jeffery, Lake",Columbia,,FAOL
499112,68758438,7/11/14,2,,,0.03632086,0,3.10021E+12,390,39004,250000,0.006791861,3.33654E-06,Martha,0,0,0,0,,3.10021E+12,5059,"Martha, Lake",Hillsborough,,HILLSBOROUGH
499253,68747070,9/10/09,2,289927,Lake Rogers,0.379,36,3.10021E+12,390,39009,1000000,0.029845033,3.48456E-05,Rogers,0,0,0,0,289927,3.10021E+12,5124,Rogers Lake,Hillsborough,,HILLSBOROUGH
499269,68745464,6/18/19,2,284712,James Lake,0.06553482,0,3.10021E+12,390,39004,250000,0.009812708,6.01856E-06,James,0,0,0,0,284712,3.10021E+12,5112,"James, Lake",Hillsborough,,HILLSBOROUGH
499310,68746082,5/24/11,2,,,0.01,0,3.10021E+12,436,43617,100000,0.003788284,8.8349E-07,Pond 06-911,0,0,0,0,,3.10021E+12,6027,PONDWATCH (06-911),Hillsborough,,HILLSBOROUGH
499343,68788826,6/18/19,2,,,0.00647899,0,3.10021E+12,390,39004,100000,0.002872157,5.9471E-07,Jeanette,0,0,0,0,,3.10021E+12,5767,"Jennette, Lake",Hillsborough,,HILLSBOROUGH
499388,68743752,6/18/19,2,,,0.04126244,0,3.10021E+12,436,43600,250000,0.010225251,3.78156E-06,McComas,0,0,0,0,,3.10021E+12,6080,"McComas, Lake",Hillsborough,,HILLSBOROUGH
499486,68788718,6/18/19,2,,,0.09633973,0,3.10021E+12,390,39004,500000,0.021722736,8.84738E-06,Zambito East,0,0,0,0,,3.10021E+12,5120,"Zambito, Lake",Hillsborough,,HILLSBOROUGH
499512,68792804,6/18/19,2,290004,Round Lake,0.04319345,0,3.10021E+12,390,39004,250000,0.007860434,3.96692E-06,Round,0,0,0,0,290004,3.10021E+12,5105,Round Lake,Hillsborough,,HILLSBOROUGH
499575,68759534,7/11/14,2,290180,Saint George Lake,0.25405851,14,3.10021E+12,390,39009,500000,0.019715773,2.33204E-05,St. George,0,0,0,0,290180,3.10021E+12,7216,"St. George, Lake",Pinellas,,PINELLAS
499664,68758402,6/18/19,2,282162,Lake Elizabeth,0.08230176,49,3.10021E+12,390,39009,500000,0.010399628,7.56118E-06,Elizabeth,0,0,0,0,282162,3.10021E+12,5045,"Elizabeth, Lake",Hillsborough,,HILLSBOROUGH
499666,68747152,6/18/19,2,289834,Rock Lake,0.22717371,43,3.10021E+12,390,39009,1000000,0.01867905,2.08624E-05,Rock,0,0,0,0,289834,3.10021E+12,5116,Rock Lake,Hillsborough,,HILLSBOROUGH
499668,68758426,6/18/19,2,284612,Island Ford Lake,0.38601534,40,3.10021E+12,390,39009,1000000,0.038251897,3.54621E-05,Island Ford,0,0,0,0,284612,3.10021E+12,5049,Island Ford Lake,Hillsborough,,HILLSBOROUGH
499678,68745618,6/18/19,2,285703,Little Halfmoon Lake,0.04762303,0,3.10021E+12,390,39004,250000,0.018357942,4.37299E-06,Little Halfmoon,0,0,0,0,285703,3.10021E+12,5140,Little Halfmoon Lake,Hillsborough,,HILLSBOROUGH
499762,68745490,6/18/19,2,285744,Little Moon Lake,0.0577877,37,3.10021E+12,390,39009,250000,0.008721028,5.30693E-06,Little Moon,0,0,0,0,285744,3.10021E+12,5118,Little Moon Lake,Hillsborough,,HILLSBOROUGH
499799,68758890,6/18/19,2,292079,Lake Taylor,0.19996104,38,3.10021E+12,390,39009,500000,0.029453878,1.83672E-05,Taylor,0,0,0,0,292079,3.10021E+12,5072,"Taylor, Lake",Hillsborough,,HILLSBOROUGH
499825,41986499,6/18/19,2,278824,Bird Lake,0.09908241,0,3.10021E+12,390,39004,500000,0.014133972,9.09824E-06,Byrd,0,0,0,0,278824,3.10021E+12,5358,Bird Lake,Hillsborough,,HILLSBOROUGH
499833,68752064,6/18/19,2,282929,Garden Lake,0.04512378,0,3.10021E+12,390,39004,250000,0.008155079,4.14462E-06,Garden,0,0,0,0,282929,3.10021E+12,5079,Garden Lake,Hillsborough,,HILLSBOROUGH
499866,68792774,7/11/14,2,277633,Cypress Lake,0.06904365,0,3.10021E+12,390,39004,250000,0.010105085,6.34129E-06,Cypress,0,0,0,0,277633,3.10021E+12,5092,Cypress Lake,Hillsborough,,HILLSBOROUGH
499916,68747322,6/18/19,2,,,0.03893618,0,3.10021E+12,436,43617,250000,0.007130121,3.57383E-06,Nawela,0,0,0,0,,3.10021E+12,6085,"Nawela, Lake",Hillsborough,,HILLSBOROUGH
499935,68792794,6/18/19,2,291645,Starvation Lake,0.1234554,0,3.10021E+12,390,39004,500000,0.014679364,1.13385E-05,Starvation,0,0,0,0,291645,3.10021E+12,5097,Starvation Lake,Hillsborough,,HILLSBOROUGH
499952,68744088,6/18/19,2,,,0.00781895,0,3.10021E+12,436,43600,100000,0.00573736,7.1709E-07,Pond 10-08,0,0,0,0,,3.10021E+12,5885,Landing Pond (10-08),Hillsborough,,HILLSBOROUGH
499965,68745402,6/18/19,2,283867,Lake Helen,0.06349966,53,3.10021E+12,390,39009,250000,0.009244224,5.8319E-06,Helen,0,0,0,0,283867,3.10021E+12,5100,"Helen, Lake",Hillsborough,,HILLSBOROUGH
499985,68758900,1/30/03,2,292525,Turkey Ford Lake,0.374,51,3.10021E+12,390,39009,1000000,0.021412135,3.43838E-05,Carlton,0,0,0,0,292525,3.10021E+12,5077,"Carlton, Lake",Hillsborough,,HILLSBOROUGH
500000,68783382,4/22/19,2,278370,Beckett Lake,0.06364422,52,3.10021E+12,390,39009,250000,0.011221747,5.83824E-06,Beckett,0,0,0,0,278370,3.10021E+12,7257,Beckett Lake,Pinellas,,PINELLAS
500028,68747082,6/18/19,2,289303,Pretty Lake,0.34146599,0,3.10021E+12,390,39004,1000000,0.032330785,3.13567E-05,Pretty,0,0,0,0,289303,3.10021E+12,5125,Pretty Lake,Hillsborough,,HILLSBOROUGH
500050,68745442,7/11/14,2,284951,Lake Juanita,0.09437548,39,3.10021E+12,390,39009,500000,0.012599875,8.66725E-06,Juanita,0,0,0,0,284951,3.10021E+12,5110,Juanita Lake,Hillsborough,,HILLSBOROUGH
500134,68792886,4/22/19,2,,,0.00151972,0,3.10021E+12,436,43600,50000,0.001784724,1.3919E-07,Egret,0,0,0,0,,3.10021E+12,7428,"Egret, Lake",Pinellas,,PINELLAS
500137,68745550,6/18/19,2,,,0.07058938,0,,466,46600,100000,0.00984257,6.48231E-06,Pond 10-07,0,0,0,0,,FCP1205700047,5815,Dewey Rose (07-14),Hillsborough,,HILLSBOROUGH
500137,68745550,6/18/19,2,,,0.07058938,0,,466,46600,100000,0.00984257,6.48231E-06,Pond 10-07,0,0,0,0,,3.10021E+12,5814,Northdale Section K II (95-182),Hillsborough,,HILLSBOROUGH
500137,68745550,6/18/19,2,,,0.07058938,0,,466,46600,100000,0.00984257,6.48231E-06,Pond 10-07,0,0,0,0,,3.10021E+12,6057,Lower Foothill Pond (10-07),Hillsborough,,HILLSBOROUGH
500145,68757970,6/18/19,2,,,0.0644615,0,3.10021E+12,390,39004,250000,0.013258613,5.92198E-06,Norbert,0,0,0,0,,3.10021E+12,5053,"Norbert, Lake",Hillsborough,,HILLSBOROUGH
500174,68758352,6/18/19,2,288266,Osceola Lake,0.24394083,44,3.10021E+12,390,39009,500000,0.023337562,2.24141E-05,Osceola,0,0,0,0,288266,3.10021E+12,5030,"Osceola, Lake",Hillsborough,,HILLSBOROUGH
500250,68758820,6/18/19,2,293493,Lake Wood,0.07642109,46,3.10021E+12,390,39009,250000,0.013175578,7.02077E-06,Wood,0,0,0,0,293493,3.10021E+12,5047,"Wood, Lake",Hillsborough,,HILLSBOROUGH
500252,68745658,6/18/19,2,283106,Glass Lake,0.07998538,31,3.10021E+12,390,39009,500000,0.013920482,7.34439E-06,Glass,0,0,0,0,283106,3.10021E+12,5154,Glass Lake,Hillsborough,,HILLSBOROUGH
500259,68745412,6/18/19,2,291884,Sunshine Lake,0.0675881,54,3.10021E+12,390,39009,250000,0.010042713,6.20728E-06,Sunshine,0,0,0,0,291884,3.10021E+12,5106,"Sunrise, Lake",Hillsborough,,HILLSBOROUGH
500304,68758070,6/18/19,2,289634,Reinheimer Lake,0.0850203,0,3.10021E+12,390,39004,500000,0.01238686,7.80899E-06,Reinheimer,0,0,0,0,289634,3.10021E+12,5083,"Reinheimer, Lake",Hillsborough,,HILLSBOROUGH
500370,68788992,6/18/19,2,,,0.05831047,0,3.10021E+12,390,39004,250000,0.012123729,5.35522E-06,Estes,0,0,0,0,,3.10021E+12,5108,"Estes, Lake",Hillsborough,,HILLSBOROUGH
500371,68758230,6/18/19,2,280779,Cooper Lake,0.320586,59,3.10021E+12,390,39009,1000000,0.028999987,2.94496E-05,Cooper,0,0,0,0,280779,3.10021E+12,5060,Cooper Lake,Hillsborough,,HILLSBOROUGH
500387,68744510,6/18/19,2,286660,Mead Lake,0.09505993,0,3.10021E+12,390,39004,500000,0.014016597,8.7166E-06,Mead,0,0,0,0,286660,3.10021E+12,5237,Mead Lake,Hillsborough,,HILLSBOROUGH
500454,68744194,6/18/19,2,292979,Wee Lake,0.01852414,0,3.10021E+12,390,39004,100000,0.006841267,1.69868E-06,Wee,0,0,0,0,292979,3.10021E+12,5655,Wee Lake,Hillsborough,,HILLSBOROUGH
500488,68792796,1/30/03,2,281687,Dosson Lake,0.044,0,3.10021E+12,390,39004,250000,0.009721965,4.00938E-06,Dosson,0,0,0,0,281687,3.10021E+12,5629,PONDWATCH (06-902),Hillsborough,,HILLSBOROUGH
500492,68759060,6/18/19,2,279847,Lake Calm,0.48725143,48,3.10021E+12,390,39009,1000000,0.028854363,4.47583E-05,Calm,0,0,0,0,279847,3.10021E+12,5064,Calm Lake,Hillsborough,,HILLSBOROUGH
500516,68758858,6/18/19,2,287192,Mound Lake,0.31291644,0,3.10021E+12,390,39004,500000,0.022018977,2.87455E-05,Mound,0,0,0,0,287192,3.10021E+12,5057,Mound Lake,Hillsborough,,HILLSBOROUGH
500519,68778718,6/18/19,2,,,0.23528473,0,3.10021E+12,436,43600,500000,0.031978217,2.15408E-05,St. Clair,0,0,0,0,,3.10021E+12,6013,Lake St Clair Lake Committee (06-39),Hillsborough,,HILLSBOROUGH
500528,68788880,6/18/19,2,,,0.02739401,0,3.10021E+12,436,43600,100000,0.008975222,2.5155E-06,Avila,0,0,0,0,,3.10021E+12,6094,"Avila, Lake",Hillsborough,,HILLSBOROUGH
500532,68758226,6/18/19,2,292216,Lake Thomas,0.2512018,62,3.10021E+12,390,39009,500000,0.026298277,2.30761E-05,Wilson,0,0,0,0,292216,3.10021E+12,5058,Thomas Lake,Hillsborough,,HILLSBOROUGH
500538,68745590,6/18/19,2,280452,Church Lake,0.28633803,33,3.10021E+12,390,39009,500000,0.032624134,2.62933E-05,Church,0,0,0,0,280452,3.10021E+12,5137,Church Lake,Hillsborough,,HILLSBOROUGH
500546,68758392,6/18/19,2,281034,Crescent Lake,0.20785143,42,3.10021E+12,390,39009,500000,0.024625223,1.90957E-05,Crescent,0,0,0,0,281034,3.10021E+12,5041,Crescent Lake,Hillsborough,,HILLSBOROUGH
500560,68788878,6/18/19,2,280308,Chapman Lake,0.17416656,0,3.10021E+12,390,39004,500000,0.020247324,1.59933E-05,Chapman,0,0,0,0,280308,3.10021E+12,5138,Chapman Lake,Hillsborough,,HILLSBOROUGH
501289,133703204,12/3/14,2,,,0.17295489,0,3.1102E+12,390,39004,500000,0.023320004,1.62628E-05,Oak Bay,0,0,0,0,,3.1102E+12,1002834,"Oak, Lake",Hamilton,,FAOL
501289,133703204,12/3/14,2,,,0.17295489,0,3.1102E+12,390,39004,500000,0.023320004,1.62628E-05,Oak Bay,0,0,0,0,,3.1102E+12,1002912,Oak Bay,Hamilton,,FAOL
504492,58678973,2/1/19,2,283387,Green Lake,0.10589529,74,3.10021E+12,390,39009,500000,0.016037024,9.74294E-06,Green,0,0,0,0,283387,3.10021E+12,1000837,Green Lake,Pasco,,FAOL
504668,68758130,2/1/19,2,285554,Lake Linda,0.10059416,66,3.10021E+12,390,39009,500000,0.019084633,9.24441E-06,Linda,0,0,0,0,285554,3.10021E+12,20126,"Linda, Lake",Pasco,7048,TAMPA BAY
505149,58676647,2/1/19,2,,,0.06595728,0,3.10021E+12,436,43600,250000,0.019657263,6.06142E-06,Genesis,0,0,0,0,,3.10021E+12,20120,"Genesis, Lake",Pasco,,TAMPA BAY
505156,58710121,2/1/19,2,287543,Lake Nash,0.11931063,4,3.10021E+12,390,39009,500000,0.024150669,1.09634E-05,Nash,0,0,0,0,287543,3.10021E+12,1001402,"Nash, Lake",Pasco,,FAOL
505251,58668515,2/1/19,2,,,0.02499874,0,3.10021E+12,436,43600,100000,0.006249493,2.29319E-06,Clearview,0,0,0,0,,3.10021E+12,6978,Clearview Lake,Pinellas,,PINELLAS
505290,58683783,2/1/19,2,282779,Lake Frances,0.16574088,0,3.10021E+12,436,43600,500000,0.016912104,1.52274E-05,Francis,0,0,0,0,282779,3.10021E+12,5015,"Frances, Lake",Hillsborough,,HILLSBOROUGH
505327,58703277,2/1/19,2,,,0.01323494,0,3.10021E+12,436,43600,100000,0.00677583,1.21207E-06,Hewitt,0,0,0,0,,3.10021E+12,7386,Hewitt Lake (06-02),Pinellas,,PINELLAS
505327,58703277,2/1/19,2,,,0.01323494,0,3.10021E+12,436,43600,100000,0.00677583,1.21207E-06,Hewitt,0,0,0,0,,3.10021E+12,1002787,"Hewitt, Lake",Pinellas,,FAOL
505340,58710079,2/1/19,2,293096,West Moon Lake,0.22994191,33,3.10021E+12,390,39009,500000,0.020419965,2.11503E-05,West Moon,0,0,0,0,293096,3.10021E+12,1002036,West Moon Lake,Pasco,,FAOL
505427,58683729,9/10/09,2,290848,Lake Seminole,0.057,48,3.10021E+12,390,39009,250000,0.010671348,5.24117E-06,Seminole,0,0,0,0,290848,3.10021E+12,20139,"Seminole, Lake",Pasco,5010,TAMPA BAY
505519,58704139,12/9/13,2,,,0.00806285,0,3.10021E+12,436,43600,100000,0.003911091,7.3873E-07,Fusion,0,0,0,0,,3.10021E+12,7375,Seminole Vo-Ed Lake Fusion (05-02),Pinellas,,PINELLAS
505560,58706267,2/1/19,2,,,0.01607266,0,3.10021E+12,390,39004,100000,0.006400918,1.47628E-06,Loch Haven,0,0,0,0,,3.10021E+12,6952,Loch Haven Lake,Pinellas,,PINELLAS
506045,58669035,2/1/19,2,,,0.13098721,0,3.10021E+12,436,43600,500000,0.016650897,1.20038E-05,Allen,0,0,0,0,,3.10021E+12,7046,"Allen, Lake",Pinellas,,PINELLAS
506141,58683009,9/10/09,2,283015,Lake Geneva,0.064,0,3.10021E+12,390,39004,250000,0.015347186,5.85467E-06,Geneva,0,0,0,0,283015,3.10021E+12,20121,Geneva Lake,Pasco,6920,TAMPA BAY
506245,58668927,2/1/19,2,292073,Taylor Lake,0.18399934,0,3.10021E+12,436,43600,500000,0.022316735,1.68657E-05,Taylor Park,437,0,0,0,292073,3.10021E+12,6987,Taylor Lake,Pinellas,,PINELLAS
506337,58710113,2/1/19,2,280712,Lake Conley,0.42260653,4,3.10021E+12,390,39009,1000000,0.107191247,3.88365E-05,Conley,0,0,0,0,280712,3.10021E+12,1000464,"Conley, Lake",Pasco,,FAOL
506427,{8B874B6E-62F1-4C12-B772-E10ABFF3136D},7/11/14,2,,,0.06592661,0,3.10021E+12,436,43600,250000,0.025161241,6.05977E-06,George,0,0,0,0,,3.10021E+12,20195,"George, Lake",Pasco,,TAMPA BAY
506558,68038611,3/20/13,2,290015,Lake Rousseau,10.91065297,0,3.10021E+12,390,39004,5000000,1.017735055,0.001010572,Rousseau,0,0,0,0,290015,3.10021E+12,1001645,Lake Rousseau,Citrus,,FAOL
506940,58683697,2/1/19,2,286965,Lake Minniola,0.11724039,50,3.10021E+12,390,39009,500000,0.015358553,1.07737E-05,Minneola,0,0,0,0,286965,3.10021E+12,20132,"Minniola, Lake",Pasco,5002,TAMPA BAY
507010,58710015,10/5/18,2,284410,Hunters Lake,1.15318347,19,3.10021E+12,390,39009,1000000,0.184227539,0.000106222,Hunter,0,0,0,0,284410,3.10021E+12,1000973,Hunters Lake,Hernando,,FAOL
507188,58678051,12/9/13,2,,,0.04132781,0,3.10021E+12,436,43615,250000,0.011864499,3.80179E-06,Jerome,0,0,0,0,,3.10021E+12,1002797,"Jerome, Lake",Pasco,,FAOL
507460,58683281,2/1/19,2,,,0.05450665,0,3.10021E+12,390,39004,250000,0.008191955,5.00879E-06,Holiday,0,0,0,0,,3.10021E+12,20103,Holiday Lake,Pasco,5004,TAMPA BAY
507468,58705463,10/5/18,2,287084,Moody Lake,0.47118035,108,3.10021E+12,390,39009,1000000,0.042815942,4.33885E-05,"Moody, Lake",872,0,0,0,287084,3.10021E+12,1001346,Moody Lake,Pasco,,FAOL
507512,58705525,10/5/18,2,291483,Sparkman Lake,0.07334977,89,3.10021E+12,390,39009,250000,0.016256076,6.75788E-06,Sparkman,0,0,0,0,291483,3.10021E+12,1001813,Sparkman Lake,Hernando,,FAOL
507588,68749718,2/1/19,2,297358,Crest Lake,0.05160929,0,3.10021E+12,390,39004,250000,0.008532412,4.73303E-06,Crest,0,0,0,0,297358,3.10021E+12,7269,Crest Lake,Pinellas,,PINELLAS
507742,58704351,12/9/13,2,,,0.01427089,0,3.10021E+12,436,43615,100000,0.008445709,1.30715E-06,Baywood,0,0,0,0,,3.10021E+12,7378,Baywood Park (05-06),Pinellas,,PINELLAS
507757,58710151,2/1/19,2,292853,Walsingham Reservoir,0.34174621,0,3.10021E+12,436,43615,500000,0.056480483,3.13163E-05,Walsingham Reservoir,462,0,0,0,292853,3.10021E+12,6999,Walsingham Reservoir,Pinellas,,PINELLAS
507871,58705443,10/5/18,2,286804,Middle Lake,0.66491397,107,3.10021E+12,390,39009,1000000,0.05327939,6.1235E-05,Middle Lake,292,0,0,0,286804,3.10021E+12,1001311,Middle Lake,Pasco,,FAOL
507880,58678095,2/1/19,2,287088,Moon Lake,0.43571212,41,3.10021E+12,390,39009,1000000,0.04043397,4.00764E-05,Moon,0,0,0,0,287088,3.10021E+12,1001347,Moon Lake,Pasco,,FAOL
507887,58661937,10/5/18,2,284281,Horse Lake,0.09310211,65,3.10021E+12,390,39009,500000,0.016170327,8.5836E-06,Horse,0,0,0,0,284281,3.10021E+12,1000952,Horse Lake,Hernando,,FAOL
507934,58683063,12/9/13,2,277887,Lake Ann,0.37312294,48,3.10021E+12,390,39009,1000000,0.027516266,3.42858E-05,Parker,0,0,0,0,277887,3.10021E+12,20101,"Parker, Lake",Pasco,5007,TAMPA BAY
508046,58681173,2/1/19,2,292217,Lake Thomas,0.68206783,74,3.10021E+12,390,39009,1000000,0.04819019,6.27102E-05,Thomas,0,0,0,0,292217,3.10021E+12,20141,"Thomas, Lake",Pasco,6870,TAMPA BAY
508117,58710025,2/1/19,2,281051,Crews Lake,1.02689493,56,3.10021E+12,390,39009,1000000,0.075040616,9.45323E-05,Crews,0,0,0,0,281051,3.10021E+12,1000508,Crews Lake,Pasco,,FAOL
508189,58704311,2/1/19,2,,,0.01537934,0,3.10021E+12,436,43615,100000,0.006617539,1.40874E-06,Blue Heron,0,0,0,0,,3.10021E+12,7430,Blue Heron Lake,Pinellas,,PINELLAS
508725,99333841,9/1/15,2,283245,Governor Hill Lake,0.62492835,52,3.11021E+12,390,39009,1000000,0.081235416,5.8288E-05,Governor Hill,0,0,0,0,283245,3.11021E+12,1000808,Governor Hill Lake,Dixie,,FAOL
510422,99336327,9/1/15,2,292389,Townsend Pond,0.58358347,71,3.11021E+12,390,39009,1000000,0.051739447,5.45823E-05,Townsend Lake,446,0,0,0,292389,3.11021E+12,1001946,Townsend Pond,Lafayette,,FAOL
510489,99350547,9/1/15,2,286159,Low Lake,0.27091687,0,3.11021E+12,390,39004,500000,0.025704917,2.53849E-05,Lowe,0,0,0,0,286159,3.11021E+12,1001224,Low Lake,Suwannee,,FAOL
511202,99351587,9/1/15,2,293210,White Lake,0.19027677,114,3.11021E+12,390,39009,500000,0.027645263,1.78338E-05,White,0,0,0,0,293210,3.11021E+12,1002045,White Lake,Suwannee,,FAOL
512900,99320715,9/1/15,2,298028,Long Pond,1.60674287,24,3.11021E+12,390,39006,5000000,0.096746426,0.000149409,Long Pond,0,0,0,0,298028,3.11021E+12,1002199,Long Pond,Levy,,FAOL
513376,99336803,9/1/15,2,288620,Peacock Lake,0.54312765,0,3.11021E+12,390,39004,1000000,0.044751664,5.08999E-05,Peacock,0,0,0,0,288620,3.11021E+12,1001504,Peacock Lake,Suwannee,,FAOL
514836,68030159,9/9/09,2,280786,Cooter Lake,0.092,0,3.10021E+12,390,39004,500000,0.013117795,8.48703E-06,Cooter Pond,0,0,0,0,280786,3.10021E+12,1000477,Cooter Lake,Citrus,,FAOL
515094,68058411,9/10/09,2,281315,Lake David,0.178,99,3.10021E+12,390,39009,500000,0.018290336,1.64212E-05,David,0,0,0,0,281315,3.10021E+12,7968,"David, Lake",Lake,,LAKE
515628,68039931,7/2/09,2,285564,Lake Lindsey,0.467,0,3.10021E+12,390,39004,1000000,0.030657781,4.30787E-05,Lindsey,0,0,0,0,285564,3.10021E+12,1001134,"Lindsey, Lake",Hernando,,FAOL
515647,68038237,2/19/03,2,293618,Zephyr Lake,0.054,0,3.10021E+12,390,39004,250000,0.008081218,4.95009E-06,Zephyr,0,0,0,0,293618,3.10021E+12,8202,Zephyr Lake,Lake,,LAKE
516016,68023833,8/3/10,2,285514,Lake Lillian,0.009,0,3.10021E+12,390,39004,100000,0.003326106,8.4801E-07,Lillian,0,0,0,0,285514,3.10021E+12,1001126,Lillian Lake,Marion,,FAOL
517414,68087773,5/10/08,2,282245,Erie Lake,0.565,107,3.10021E+12,390,39009,1000000,0.02805213,5.20192E-05,Erie,0,0,0,0,282245,3.10021E+12,7892,Erie Lake,Lake,,LAKE
517880,68020487,7/2/09,2,286539,May Prairie,0.178,66,3.10021E+12,390,39009,500000,0.019388591,1.64419E-05,May Prairie,0,0,0,0,286539,3.10021E+12,1001276,May Prairie,Hernando,,FAOL
518159,68049043,7/2/09,2,291121,Silver Lake,0.395,48,3.10021E+12,390,39009,5000000,0.043173043,3.64072E-05,Silver,0,0,0,0,291121,3.10021E+12,1001767,Silver Lake,Sumter,,FAOL
518713,68066531,8/5/09,2,280528,Clear Lake,0.631,127,3.10021E+12,390,39009,1000000,0.031165863,5.80457E-05,Jovita,0,0,0,0,280528,3.10021E+12,1000428,Clear Lake,Pasco,,FAOL
519108,68030435,11/4/09,2,282679,Fort Cooper Lake,0.56,33,3.10021E+12,390,39009,1000000,0.044727388,5.17785E-05,Fort Cooper,0,0,0,0,282679,3.10021E+12,1000729,Fort Cooper Lake,Citrus,,FAOL
519189,68024623,12/29/09,2,,,0.009,0,3.10021E+12,436,43617,100000,0.006119866,8.6306E-07,Club House 1,0,0,0,0,,3.10021E+12,1002740,"Club House 1, Lake",Citrus,,FAOL
519191,68030183,11/4/09,2,,,0.491,39,3.10021E+12,390,39009,5000000,0.051940066,4.53538E-05,Davis,0,0,0,0,,3.10021E+12,1002745,"Davis, Lake",Citrus,,FAOL
519589,68048583,7/2/09,2,279780,Bystre Lake,0.879,72,3.10021E+12,390,39009,5000000,0.048433887,8.10267E-05,Bystre,57,0,0,0,279780,3.10021E+12,1000341,Bystre Lake,Hernando,,FAOL
519769,68087797,8/5/09,2,278981,Blanton Lake,0.423,0,3.10021E+12,390,39004,1000000,0.043969894,3.89886E-05,Blanton,0,0,0,0,278981,3.10021E+12,1000184,Blanton Lake,Pasco,,FAOL
519944,68039793,7/2/09,2,286631,McKethan Lake,0.132,64,3.10021E+12,390,39009,500000,0.020786711,1.21897E-05,McKethan Lake,288,0,0,0,286631,3.10021E+12,1001292,Mckethan Lake,Hernando,,FAOL
520393,68083771,6/3/13,2,280549,Clearwater Lake,0.31568738,0,3.10021E+12,390,39004,500000,0.028250034,2.90055E-05,Clearwater,0,0,0,0,280549,3.10021E+12,160188,Clearwater Lake,Polk,188,POLK
520433,68087837,6/3/13,2,284964,Lake Juliana,3.74047318,130,3.10021E+12,390,39009,2000000,0.089365822,0.000343549,Juliana,0,0,0,0,284964,3.10021E+12,160281,"Juliana, Lake",Polk,281,POLK
520513,68083645,6/3/13,2,287403,Mud Lake,0.5620565,0,3.10021E+12,390,39004,1000000,0.05130025,5.16429E-05,Mud Lake,310,0,0,0,287403,3.10021E+12,160181,Mudd Lake (W Of Polk City),Polk,181,POLK
520633,68083775,6/3/13,2,277698,Lake Agnes,1.52519699,132,3.10021E+12,390,39009,2000000,0.060897033,0.000140136,"Agnes, Lake",2,0,0,0,277698,3.10021E+12,160182,"Agnes, Lake",Polk,182,POLK
520750,68087831,6/3/13,2,286526,Lake Mattie,4.28007172,130,3.10021E+12,390,39009,2000000,0.102414556,0.000393146,Mattie,0,0,0,0,286526,3.10021E+12,160238,"Mattie, Lake",Polk,238,POLK
520929,68038159,3/20/13,2,282734,Fountain Lake,0.03344551,0,3.10021E+12,390,39004,250000,0.006769388,3.09278E-06,Sunset,0,0,0,0,282734,3.10021E+12,7898,Fountain Lake (in Fruitland Park),Lake,,LAKE
521068,68030237,3/20/13,2,,,3.01757233,0,3.10021E+12,390,39004,5000000,0.28855629,0.000278808,Floral City North,0,0,0,0,,3.10021E+12,1002769,"Floral City, Lake",Citrus,,FAOL
521183,68038947,3/20/13,2,281407,Lake Deaton,2.14517331,63,3.10021E+12,390,39009,2000000,0.059169366,0.000198323,Deaton,0,0,0,0,281407,3.10021E+12,1000564,"Deaton, Lake",Sumter,,FAOL
521307,68037897,3/20/13,2,286971,Lake Miona,1.309935,56,3.10021E+12,390,39009,2000000,0.058592229,0.000121183,Miona,0,0,0,0,286971,3.10021E+12,1001334,"Miona, Lake",Sumter,,FAOL
521310,68037841,3/20/13,2,285201,Lady Lake,0.765301,66,3.10021E+12,390,39009,5000000,0.072079293,7.08084E-05,Lady,0,0,0,0,285201,3.10021E+12,7946,Lady Lake,Lake,,LAKE
521587,{375B4FD8-98E2-4313-B3EF-78FADF528A76},5/2/13,2,286781,Middle Bear Lake,0.17812955,0,3.10021E+12,390,39004,500000,0.01606613,1.64227E-05,Middle Bear,0,0,0,0,285599,FCP1206900038,8101,Middle Bear Lake,Lake,,LAKE
522150,125259567,2/27/14,2,,,0.0161314,0,3.0802E+12,436,43603,100000,0.020977567,1.48194E-06,Parkway Meadows,0,0,0,0,,3.0802E+12,1002837,"Parkway Meadows, Lake",Brevard,,FAOL
522266,125263026,11/4/20,2,304727,Valkaria Lake,0.08686493,0,3.0802E+12,436,43600,250000,0.016010062,7.96576E-06,Valkaria,0,0,0,0,304727,3.0802E+12,1002317,Valkaria Lake,Brevard,,FAOL
522580,83728935,4/14/14,2,,,0.01018871,0,3.09021E+12,436,43600,100000,0.004780886,9.2446E-07,Donut,0,0,0,0,,3.09021E+12,320045,"Donut, Lake",Lee,,CHNEP
