OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,THINNERCOD,FAOL_GNIS_,FAOL_REACH,FAOL_WBODY,FAOL_WATER,FAOL_COUNT,FAOL_OLD_W,FAOL_ATLAS,AreaOfInte,AreaOfIn_1,SHAPELEN,SHAPEAREA,FAOL_LAKE,FAOL_shp
"470961","41962337",2013/01/03,"2","00284090",Hog Island Lake,0.18824674000,"0.0","03100205001279","390","39004","500000",0.03014035125,0.00001729646,"0","00284090","03100205001279","5322",Hog Island Lake,Hillsborough,,HILLSBOROUGH,Hog Island,"0",0.000000000000000,0.000000000000000,"1","1"
"471334","114437067",2014/03/05,"2","00292934",Watermelon Pond,4.75281836000,"59.0","03110101001195","390","39006","2000000",0.36699023816,0.00044241608,"0","00292934","03110101001195","1002016",Watermelon Pond,Alachua,,FAOL,Watermellon Pond,"465",0.000000000000000,0.000000000000000,"1","1"
"475305",{04D639EF-E90B-4D09-8189-0F2081662DFB},2014/12/08,"2","00292282",Tiger Lake,0.30280438000,"63.0","03110101008875","390","39009","500000",0.02676252470,0.00002807300,"0","00279195","03110101001051","1000229",Bonable Lake,Marion,,FAOL,Tiger,"0",0.000000000000000,0.000000000000000,"1","1"
"476107","114934481",2014/03/11,"2","00277873",Andrews Lake,0.18046757000,"73.0","03110102001785","390","39009","500000",0.01626715931,0.00001691866,"0","00277873","03110102001785","1000038",Andrews Lake,Taylor,,FAOL,Andrews,"0",0.000000000000000,0.000000000000000,"1","1"
"484704","127398188",2004/10/15,"2","00289428",Rachel Lake,0.40900000000,"29.9","03110103000740","390","39009","1000000",0.03550186044,0.00003843259,"0","00289428","03110103000740","1001574",Rachel Lake,Madison,,FAOL,"Rachel, Lake","362",0.000000000000000,0.000000000000000,"1","1"
"484843","127396510",2014/03/11,"2","00291300",Sneads Smokehouse Lake,0.79122886000,"22.9","03110103004726","390","39009","2000000",0.09615141918,0.00007441233,"0","00291300","03110103004726","1001799",Sneads Smokehouse Lake,Jefferson,,FAOL,Snead's Smokehouse,"407",0.000000000000000,0.000000000000000,"1","1"
"491109","134533284",2009/09/11,"2","00284736",Lake Jeffery,0.48100000000,"39.9","03110201001154","390","39009","1000000",0.03697364247,0.00004506631,"0","00284736","03110201001154","1001025","Jeffery, Lake",Columbia,,FAOL,Jeffery,"0",0.000000000000000,0.000000000000000,"1","1"
"499112","68758438",2014/07/11,"2",,,0.03632086000,"0.0","03100206000930","390","39004","250000",0.00679186058,0.00000333654,"0",,"03100206000930","5059","Martha, Lake",Hillsborough,,HILLSBOROUGH,Martha,"0",0.000000000000000,0.000000000000000,"1","1"
"499253","68747070",2009/09/10,"2","00289927",Lake Rogers,0.37900000000,"36.0","03100206001028","390","39009","1000000",0.02984503264,0.00003484556,"0","00289927","03100206001028","5124",Rogers Lake,Hillsborough,,HILLSBOROUGH,Rogers,"0",0.000000000000000,0.000000000000000,"1","1"
"499269","68745464",2019/06/18,"2","00284712",James Lake,0.06553482000,"0.0","03100206000989","390","39004","250000",0.00981270800,0.00000601856,"0","00284712","03100206000989","5112","James, Lake",Hillsborough,,HILLSBOROUGH,James,"0",0.000000000000000,0.000000000000000,"1","1"
"499310","68746082",2011/05/24,"2",,,0.01000000000,"0.0","03100206017283","436","43617","100000",0.00378828447,0.00000088349,"0",,"03100206017283","6027",PONDWATCH (06-911),Hillsborough,,HILLSBOROUGH,Pond 06-911,"0",0.000000000000000,0.000000000000000,"1","1"
"499343","68788826",2019/06/18,"2",,,0.00647899000,"0.0","03100206020762","390","39004","100000",0.00287215707,0.00000059471,"0",,"03100206020762","5767","Jennette, Lake",Hillsborough,,HILLSBOROUGH,Jeanette,"0",0.000000000000000,0.000000000000000,"1","1"
"499388","68743752",2019/06/18,"2",,,0.04126244000,"0.0","03100206001201","436","43600","250000",0.01022525141,0.00000378156,"0",,"03100206001201","6080","McComas, Lake",Hillsborough,,HILLSBOROUGH,McComas,"0",0.000000000000000,0.000000000000000,"1","1"
"499486","68788718",2019/06/18,"2",,,0.09633973000,"0.0","03100206001514","390","39004","500000",0.02172273634,0.00000884738,"0",,"03100206001514","5120","Zambito, Lake",Hillsborough,,HILLSBOROUGH,Zambito East,"0",0.000000000000000,0.000000000000000,"1","1"
"499512","68792804",2019/06/18,"2","00290004",Round Lake,0.04319345000,"0.0","03100206000956","390","39004","250000",0.00786043367,0.00000396692,"0","00290004","03100206000956","5105",Round Lake,Hillsborough,,HILLSBOROUGH,Round,"0",0.000000000000000,0.000000000000000,"1","1"
"499575","68759534",2014/07/11,"2","00290180",Saint George Lake,0.25405851000,"14.0","03100206001104","390","39009","500000",0.01971577319,0.00002332042,"0","00290180","03100206001104","7216","St. George, Lake",Pinellas,,PINELLAS,St. George,"0",0.000000000000000,0.000000000000000,"1","1"
"499664","68758402",2019/06/18,"2","00282162",Lake Elizabeth,0.08230176000,"49.0","03100206000906","390","39009","500000",0.01039962781,0.00000756118,"0","00282162","03100206000906","5045","Elizabeth, Lake",Hillsborough,,HILLSBOROUGH,Elizabeth,"0",0.000000000000000,0.000000000000000,"1","1"
"499666","68747152",2019/06/18,"2","00289834",Rock Lake,0.22717371000,"43.0","03100206001000","390","39009","1000000",0.01867904986,0.00002086242,"0","00289834","03100206001000","5116",Rock Lake,Hillsborough,,HILLSBOROUGH,Rock,"0",0.000000000000000,0.000000000000000,"1","1"
"499668","68758426",2019/06/18,"2","00284612",Island Ford Lake,0.38601534000,"40.0","03100206000921","390","39009","1000000",0.03825189676,0.00003546209,"0","00284612","03100206000921","5049",Island Ford Lake,Hillsborough,,HILLSBOROUGH,Island Ford,"0",0.000000000000000,0.000000000000000,"1","1"
"499678","68745618",2019/06/18,"2","00285703",Little Halfmoon Lake,0.04762303000,"0.0","03100206001018","390","39004","250000",0.01835794249,0.00000437299,"0","00285703","03100206001018","5140",Little Halfmoon Lake,Hillsborough,,HILLSBOROUGH,Little Halfmoon,"0",0.000000000000000,0.000000000000000,"1","1"
"499762","68745490",2019/06/18,"2","00285744",Little Moon Lake,0.05778770000,"37.0","03100206001007","390","39009","250000",0.00872102783,0.00000530693,"0","00285744","03100206001007","5118",Little Moon Lake,Hillsborough,,HILLSBOROUGH,Little Moon,"0",0.000000000000000,0.000000000000000,"1","1"
"499799","68758890",2019/06/18,"2","00292079",Lake Taylor,0.19996104000,"38.0","03100206000957","390","39009","500000",0.02945387785,0.00001836722,"0","00292079","03100206000957","5072","Taylor, Lake",Hillsborough,,HILLSBOROUGH,Taylor,"0",0.000000000000000,0.000000000000000,"1","1"
"499825","41986499",2019/06/18,"2","00278824",Bird Lake,0.09908241000,"0.0","03100206021959","390","39004","500000",0.01413397170,0.00000909824,"0","00278824","03100205001360","5358",Bird Lake,Hillsborough,,HILLSBOROUGH,Byrd,"0",0.000000000000000,0.000000000000000,"1","1"
"499833","68752064",2019/06/18,"2","00282929",Garden Lake,0.04512378000,"0.0","03100206000973","390","39004","250000",0.00815507920,0.00000414462,"0","00282929","03100206000973","5079",Garden Lake,Hillsborough,,HILLSBOROUGH,Garden,"0",0.000000000000000,0.000000000000000,"1","1"
"499866","68792774",2014/07/11,"2","00277633",Cypress Lake,0.06904365000,"0.0","03100206000961","390","39004","250000",0.01010508489,0.00000634129,"0","00277633","03100206000961","5092",Cypress Lake,Hillsborough,,HILLSBOROUGH,Cypress,"0",0.000000000000000,0.000000000000000,"1","1"
"499916","68747322",2019/06/18,"2",,,0.03893618000,"0.0","03100206022331","436","43617","250000",0.00713012149,0.00000357383,"0",,"03100206001086","6085","Nawela, Lake",Hillsborough,,HILLSBOROUGH,Nawela,"0",0.000000000000000,0.000000000000000,"1","1"
"499935","68792794",2019/06/18,"2","00291645",Starvation Lake,0.12345540000,"0.0","03100206000954","390","39004","500000",0.01467936406,0.00001133851,"0","00291645","03100206000954","5097",Starvation Lake,Hillsborough,,HILLSBOROUGH,Starvation,"0",0.000000000000000,0.000000000000000,"1","1"
"499952","68744088",2019/06/18,"2",,,0.00781895000,"0.0","03100206016900","436","43600","100000",0.00573736045,0.00000071709,"0",,"03100206016900","5885",Landing Pond (10-08),Hillsborough,,HILLSBOROUGH,Pond 10-08,"0",0.000000000000000,0.000000000000000,"1","1"
"499965","68745402",2019/06/18,"2","00283867",Lake Helen,0.06349966000,"53.0","03100206000964","390","39009","250000",0.00924422375,0.00000583190,"0","00283867","03100206000964","5100","Helen, Lake",Hillsborough,,HILLSBOROUGH,Helen,"0",0.000000000000000,0.000000000000000,"1","1"
"499985","68758900",2003/01/30,"2","00292525",Turkey Ford Lake,0.37400000000,"51.0","03100206000938","390","39009","1000000",0.02141213504,0.00003438378,"0","00292525","03100206000938","5077","Carlton, Lake",Hillsborough,,HILLSBOROUGH,Carlton,"0",0.000000000000000,0.000000000000000,"1","1"
"500000","68783382",2019/04/22,"2","00278370",Beckett Lake,0.06364422000,"52.0","03100206001171","390","39009","250000",0.01122174684,0.00000583824,"0","00278370","03100206001171","7257",Beckett Lake,Pinellas,,PINELLAS,Beckett,"0",0.000000000000000,0.000000000000000,"1","1"
"500028","68747082",2019/06/18,"2","00289303",Pretty Lake,0.34146599000,"0.0","03100206001017","390","39004","1000000",0.03233078477,0.00003135673,"0","00289303","03100206001017","5125",Pretty Lake,Hillsborough,,HILLSBOROUGH,Pretty,"0",0.000000000000000,0.000000000000000,"1","1"
"500050","68745442",2014/07/11,"2","00284951",Lake Juanita,0.09437548000,"39.0","03100206000996","390","39009","500000",0.01259987458,0.00000866725,"0","00284951","03100206000996","5110",Juanita Lake,Hillsborough,,HILLSBOROUGH,Juanita,"0",0.000000000000000,0.000000000000000,"1","1"
"500134","68792886",2019/04/22,"2",,,0.00151972000,"0.0","03100206021147","436","43600","50000",0.00178472356,0.00000013919,"0",,"03100206021147","7428","Egret, Lake",Pinellas,,PINELLAS,Egret,"0",0.000000000000000,0.000000000000000,"1","1"
"500137","68745550",2019/06/18,"2",,,0.07058938000,"0.0",,"466","46600","100000",0.00984256996,0.00000648231,"0",,FCP1205700047,"5815",Dewey Rose (07-14),Hillsborough,,HILLSBOROUGH,Pond 10-07,"0",0.000000000000000,0.000000000000000,"0","1"
"500137","68745550",2019/06/18,"2",,,0.07058938000,"0.0",,"466","46600","100000",0.00984256996,0.00000648231,"0",,"03100206017808","5814",Northdale Section K II (95-182),Hillsborough,,HILLSBOROUGH,Pond 10-07,"0",0.000000000000000,0.000000000000000,"0","1"
"500137","68745550",2019/06/18,"2",,,0.07058938000,"0.0",,"466","46600","100000",0.00984256996,0.00000648231,"0",,"03100206017529","6057",Lower Foothill Pond (10-07),Hillsborough,,HILLSBOROUGH,Pond 10-07,"0",0.000000000000000,0.000000000000000,"1","1"
"500145","68757970",2019/06/18,"2",,,0.06446150000,"0.0","03100206000893","390","39004","250000",0.01325861275,0.00000592198,"0",,"03100206000893","5053","Norbert, Lake",Hillsborough,,HILLSBOROUGH,Norbert,"0",0.000000000000000,0.000000000000000,"1","1"
"500174","68758352",2019/06/18,"2","00288266",Osceola Lake,0.24394083000,"44.0","03100206000889","390","39009","500000",0.02333756190,0.00002241407,"0","00288266","03100206000889","5030","Osceola, Lake",Hillsborough,,HILLSBOROUGH,Osceola,"0",0.000000000000000,0.000000000000000,"1","1"
"500250","68758820",2019/06/18,"2","00293493",Lake Wood,0.07642109000,"46.0","03100206000912","390","39009","250000",0.01317557786,0.00000702077,"0","00293493","03100206000912","5047","Wood, Lake",Hillsborough,,HILLSBOROUGH,Wood,"0",0.000000000000000,0.000000000000000,"1","1"
"500252","68745658",2019/06/18,"2","00283106",Glass Lake,0.07998538000,"31.0","03100206001050","390","39009","500000",0.01392048210,0.00000734439,"0","00283106","03100206001050","5154",Glass Lake,Hillsborough,,HILLSBOROUGH,Glass,"0",0.000000000000000,0.000000000000000,"1","1"
"500259","68745412",2019/06/18,"2","00291884",Sunshine Lake,0.06758810000,"54.0","03100206000968","390","39009","250000",0.01004271264,0.00000620728,"0","00291884","03100206000968","5106","Sunrise, Lake",Hillsborough,,HILLSBOROUGH,Sunshine,"0",0.000000000000000,0.000000000000000,"1","1"
"500304","68758070",2019/06/18,"2","00289634",Reinheimer Lake,0.08502030000,"0.0","03100206000933","390","39004","500000",0.01238685986,0.00000780899,"0","00289634","03100206000933","5083","Reinheimer, Lake",Hillsborough,,HILLSBOROUGH,Reinheimer,"0",0.000000000000000,0.000000000000000,"1","1"
"500370","68788992",2019/06/18,"2",,,0.05831047000,"0.0","03100206000948","390","39004","250000",0.01212372911,0.00000535522,"0",,"03100206000948","5108","Estes, Lake",Hillsborough,,HILLSBOROUGH,Estes,"0",0.000000000000000,0.000000000000000,"1","1"
"500371","68758230",2019/06/18,"2","00280779",Cooper Lake,0.32058600000,"59.0","03100206000905","390","39009","1000000",0.02899998741,0.00002944964,"0","00280779","03100206000905","5060",Cooper Lake,Hillsborough,,HILLSBOROUGH,Cooper,"0",0.000000000000000,0.000000000000000,"1","1"
"500387","68744510",2019/06/18,"2","00286660",Mead Lake,0.09505993000,"0.0","03100206001158","390","39004","500000",0.01401659653,0.00000871660,"0","00286660","03100206001158","5237",Mead Lake,Hillsborough,,HILLSBOROUGH,Mead,"0",0.000000000000000,0.000000000000000,"1","1"
"500454","68744194",2019/06/18,"2","00292979",Wee Lake,0.01852414000,"0.0","03100206001154","390","39004","100000",0.00684126713,0.00000169868,"0","00292979","03100206001154","5655",Wee Lake,Hillsborough,,HILLSBOROUGH,Wee,"0",0.000000000000000,0.000000000000000,"1","1"
"500488","68792796",2003/01/30,"2","00281687",Dosson Lake,0.04400000000,"0.0","03100206001457","390","39004","250000",0.00972196485,0.00000400938,"0","00281687","03100206001457","5629",PONDWATCH (06-902),Hillsborough,,HILLSBOROUGH,Dosson,"0",0.000000000000000,0.000000000000000,"1","1"
"500492","68759060",2019/06/18,"2","00279847",Lake Calm,0.48725143000,"48.0","03100206000939","390","39009","1000000",0.02885436324,0.00004475834,"0","00279847","03100206000939","5064",Calm Lake,Hillsborough,,HILLSBOROUGH,Calm,"0",0.000000000000000,0.000000000000000,"1","1"
"500516","68758858",2019/06/18,"2","00287192",Mound Lake,0.31291644000,"0.0","03100206000924","390","39004","500000",0.02201897687,0.00002874546,"0","00287192","03100206000924","5057",Mound Lake,Hillsborough,,HILLSBOROUGH,Mound,"0",0.000000000000000,0.000000000000000,"1","1"
"500519","68778718",2019/06/18,"2",,,0.23528473000,"0.0","03100206020002","436","43600","500000",0.03197821668,0.00002154075,"0",,"03100206020002","6013",Lake St Clair Lake Committee (06-39),Hillsborough,,HILLSBOROUGH,St. Clair,"0",0.000000000000000,0.000000000000000,"1","1"
"500528","68788880",2019/06/18,"2",,,0.02739401000,"0.0","03100206020781","436","43600","100000",0.00897522166,0.00000251550,"0",,"03100206020781","6094","Avila, Lake",Hillsborough,,HILLSBOROUGH,Avila,"0",0.000000000000000,0.000000000000000,"1","1"
"500532","68758226",2019/06/18,"2","00292216",Lake Thomas,0.25120180000,"62.0","03100206000909","390","39009","500000",0.02629827744,0.00002307605,"0","00292216","03100206000909","5058",Thomas Lake,Hillsborough,,HILLSBOROUGH,Wilson,"0",0.000000000000000,0.000000000000000,"1","1"
"500538","68745590",2019/06/18,"2","00280452",Church Lake,0.28633803000,"33.0","03100206001038","390","39009","500000",0.03262413434,0.00002629328,"0","00280452","03100206001038","5137",Church Lake,Hillsborough,,HILLSBOROUGH,Church,"0",0.000000000000000,0.000000000000000,"1","1"
"500546","68758392",2019/06/18,"2","00281034",Crescent Lake,0.20785143000,"42.0","03100206000913","390","39009","500000",0.02462522301,0.00001909571,"0","00281034","03100206000913","5041",Crescent Lake,Hillsborough,,HILLSBOROUGH,Crescent,"0",0.000000000000000,0.000000000000000,"1","1"
"500560","68788878",2019/06/18,"2","00280308",Chapman Lake,0.17416656000,"0.0","03100206000987","390","39004","500000",0.02024732370,0.00001599333,"0","00280308","03100206000987","5138",Chapman Lake,Hillsborough,,HILLSBOROUGH,Chapman,"0",0.000000000000000,0.000000000000000,"1","1"
"501289","133703204",2014/12/03,"2",,,0.17295489000,"0.0","03110203002382","390","39004","500000",0.02332000437,0.00001626281,"0",,"03110203002382","1002834","Oak, Lake",Hamilton,,FAOL,Oak Bay,"0",0.000000000000000,0.000000000000000,"1","1"
"501289","133703204",2014/12/03,"2",,,0.17295489000,"0.0","03110203002382","390","39004","500000",0.02332000437,0.00001626281,"0",,"03110203002383","1002912",Oak Bay,Hamilton,,FAOL,Oak Bay,"0",0.000000000000000,0.000000000000000,"0","1"
"504492","58678973",2019/02/01,"2","00283387",Green Lake,0.10589529000,"74.0","03100207002754","390","39009","500000",0.01603702404,0.00000974294,"0","00283387","03100207002754","1000837",Green Lake,Pasco,,FAOL,Green,"0",0.000000000000000,0.000000000000000,"1","1"
"504668","68758130",2019/02/01,"2","00285554",Lake Linda,0.10059416000,"66.0","03100207017150","390","39009","500000",0.01908463252,0.00000924441,"0","00285554","03100206000847","20126","Linda, Lake",Pasco,"7048",TAMPA BAY,Linda,"0",0.000000000000000,0.000000000000000,"1","1"
"505149","58676647",2019/02/01,"2",,,0.06595728000,"0.0","03100207017333","436","43600","250000",0.01965726270,0.00000606142,"0",,"03100207003027","20120","Genesis, Lake",Pasco,,TAMPA BAY,Genesis,"0",0.000000000000000,0.000000000000000,"1","1"
"505156","58710121",2019/02/01,"2","00287543",Lake Nash,0.11931063000,"4.0","03100207003042","390","39009","500000",0.02415066909,0.00001096335,"0","00287543","03100207003042","1001402","Nash, Lake",Pasco,,FAOL,Nash,"0",0.000000000000000,0.000000000000000,"1","1"
"505251","58668515",2019/02/01,"2",,,0.02499874000,"0.0","03100207003105","436","43600","100000",0.00624949303,0.00000229319,"0",,"03100207003105","6978",Clearview Lake,Pinellas,,PINELLAS,Clearview,"0",0.000000000000000,0.000000000000000,"1","1"
"505290","58683783",2019/02/01,"2","00282779",Lake Frances,0.16574088000,"0.0","03100207003046","436","43600","500000",0.01691210376,0.00001522740,"0","00282779","03100207003046","5015","Frances, Lake",Hillsborough,,HILLSBOROUGH,Francis,"0",0.000000000000000,0.000000000000000,"1","1"
"505327","58703277",2019/02/01,"2",,,0.01323494000,"0.0","03100207015137","436","43600","100000",0.00677582976,0.00000121207,"0",,"03100207015137","7386",Hewitt Lake (06-02),Pinellas,,PINELLAS,Hewitt,"0",0.000000000000000,0.000000000000000,"1","1"
"505327","58703277",2019/02/01,"2",,,0.01323494000,"0.0","03100207015137","436","43600","100000",0.00677582976,0.00000121207,"0",,"03100207015137","1002787","Hewitt, Lake",Pinellas,,FAOL,Hewitt,"0",0.000000000000000,0.000000000000000,"1","1"
"505340","58710079",2019/02/01,"2","00293096",West Moon Lake,0.22994191000,"33.0","03100207002850","390","39009","500000",0.02041996542,0.00002115032,"0","00293096","03100207002850","1002036",West Moon Lake,Pasco,,FAOL,West Moon,"0",0.000000000000000,0.000000000000000,"1","1"
"505427","58683729",2009/09/10,"2","00290848",Lake Seminole,0.05700000000,"48.0","03100207003019","390","39009","250000",0.01067134793,0.00000524117,"0","00290848","03100207003019","20139","Seminole, Lake",Pasco,"5010",TAMPA BAY,Seminole,"0",0.000000000000000,0.000000000000000,"1","1"
