CoordSource,AreaOfInterest,AreaOfInterestID,County,GNISID_LW,SA_LW_hec,latitude,longitude,OBJECTID,PermanentID,FDate,Resolution,GNISID,GNISName,Area_SqKm,Elevation,ReachCode,FType,FCode,Visibility,ShapeLength,ShapeArea,JoinNotes,ShapeSource,wkt_geom
Lakewatch,Silver 3,0,Broward,NA,4,25.98483333,-80.38083333,447674,138374512,6/16/14,2,,,0.25925951,0,3.09E+12,436,43600,500000,0.065250832,2.34E-05,"coordinates between multiple polygons, chose the closest one",NHD,"MultiPolygon (((-80.38083333333332803 25.9851926594469802, -80.38075534860396942 25.98518575507555894, -80.38068036081062928 25.98516530729480323, -80.38061125171471133 25.98513210190823131, -80.38055067715509949 25.9850874149903639, -80.38050096498342612 25.98503296384635064, -80.38046402560529202 25.98497084101508747, -80.38044127856520049 25.98490343385227419, -80.3804335979965856 25.98483333278415586, -80.38044127903278024 25.98476323175783875, -80.38046402646928357 25.98469582471407691, -80.38050096611229378 25.98463370206097522, -80.3805506783769772 25.9845792511271263, -80.38061125284356478 25.98453456441941967, -80.38068036167462083 25.98450135921101278, -80.38075534907154918 25.9844809115493014, -80.38083333333332803 25.98447400721968847, -80.38091131759509267 25.9844809115493014, -80.38098630499203523 25.98450135921101278, -80.38105541382307706 25.98453456441941967, -80.38111598828967885 25.9845792511271263, -80.38116570055436227 25.98463370206097522, -80.38120264019735828 25.98469582471407691, -80.3812253876338616 25.98476323175783875, -80.38123306867005624 25.98483333278415586, -80.38122538810145556 25.98490343385227419, -80.38120264106136403 25.98497084101508747, -80.38116570168321573 25.98503296384635064, -80.38111598951155656 25.9850874149903639, -80.38105541495194473 25.98513210190823131, -80.38098630585602677 25.98516530729480323, -80.38091131806268663 25.98518575507555894, -80.38083333333332803 25.9851926594469802)))"
Lakewatch,Sinclair,0,Hillsborough,NA,NA,28.09523333,-82.44516667,83332,41986505,10/19/20,2,,,0.08572494,0,3.10E+12,436,43600,500000,0.017422067,7.87E-06,coordinates far from lake,NHD,"MultiPolygon (((-82.44516666666666538 28.09559265944698225, -82.44508720172066774 28.09558575507357148, -82.44501079059764947 28.09556530728713852, -82.44494036975942208 28.09553210189207562, -82.44487864545614286 28.09548741496419666, -82.44482798972406101 28.09543296381017896, -82.44479034922865424 28.09537084097042481, -82.44476717045620262 28.0953034338019414, -82.4447593441287836 28.09523333273182999, -82.44476717097806784 28.09516323170750596, -82.44479035019294599 28.09509582466940714, -82.44482799098396697 28.09503370202480355, -82.4448786468198449 28.09497925110096261, -82.44494037101932804 28.09493456440327463, -82.44501079156192702 28.09490135920335163, -82.44508720224250453 28.09488091154731393, -82.44516666666666538 28.09487400721969053, -82.44524613109082622 28.09488091154731393, -82.44532254177141795 28.09490135920335163, -82.44539296231401693 28.09493456440327463, -82.44545468651350006 28.09497925110096261, -82.445505342349378 28.09503370202480355, -82.44554298314039897 28.09509582466940714, -82.44556616235527713 28.09516323170750596, -82.44557398920456137 28.09523333273182999, -82.44556616287714235 28.0953034338019414, -82.44554298410469073 28.09537084097042481, -82.44550534360926974 28.09543296381017896, -82.4454546878772021 28.09548741496419666, -82.44539296357389446 28.09553210189207562, -82.44532254273569549 28.09556530728713852, -82.44524613161267723 28.09558575507357148, -82.44516666666666538 28.09559265944698225)))"
Lakewatch,Spring Pond,0,Leon,NA,2,30.5743,-84.2756,291229,129951450,12/7/04,2,291563,Spring Pond,0.013,28.7,3.12E+12,390,39009,100000,0.004212031,1.22E-06,coordinates far from lake,NHD,"MultiPolygon (((-84.27559999999999718 30.57465932611364323, -84.27551857871944208 30.57465242173779174, -84.2754402864467238 30.57463197394440257, -84.27536813193849241 30.57459876853893377, -84.27530488807113329 30.57455408159877308, -84.27525298527770303 30.5744996304324772, -84.27521441814674574 30.57443750758231715, -84.27519066877238174 30.57437010040687753, -84.27518264980122353 30.57429999933432896, -84.27519066936413594 30.57422989831244209, -84.27521441924017154 30.57416249128130659, -84.27525298670633447 30.57410036864710179, -84.27530488961745903 30.57404591773554614, -84.27536813336712385 30.57400123105012923, -84.2754402875401496 30.57396802586062279, -84.27551857931121049 30.57394757821153775, -84.27559999999999718 30.5739406738863515, -84.2756814206888123 30.57394757821153775, -84.27575971245987319 30.57396802586062279, -84.27583186663288473 30.57400123105012923, -84.27589511038253534 30.57404591773554614, -84.2759470132936741 30.57410036864710179, -84.27598558075985125 30.57416249128130659, -84.27600933063588684 30.57422989831244209, -84.27601735019878504 30.57429999933432896, -84.27600933122762683 30.57437010040687753, -84.27598558185327704 30.57443750758231715, -84.27594701472230554 30.5744996304324772, -84.27589511192887528 30.57455408159877308, -84.27583186806151616 30.57459876853893377, -84.27575971355329898 30.57463197394440257, -84.27568142128055229 30.57465242173779174, -84.27559999999999718 30.57465932611364323)))"
Lakewatch,Springwood Waterway,0,Seminole,281519,NA,28.64286667,-81.39403333,4515,107743043,7/19/11,2,281519,Lake Destiny,0.168,0,3.08E+12,390,39004,2000000,0.034651856,1.55E-05,"coordinates far from lake, probably referring to a long skinny arm of Lake Destiny or a thinner part between two large parts (road nearby is Springwood), but it's all part of the same polygon",NHD,"MultiPolygon (((-81.3940333333333399 28.64322599278031589, -81.39395345717264263 28.64321908840637576, -81.39387665063856048 28.64319864061844001, -81.3938058653889982 28.64316543522112113, -81.39374382167871147 28.64312074829057764, -81.39369290381875999 28.64306629713389185, -81.39365506854787213 28.64300417429188528, -81.39363176983698622 28.64293676712189551, -81.39362390301658934 28.64286666605125475, -81.39363177037367336 28.64279656502745297, -81.39365506953956242 28.64272915799087116, -81.39369290511446309 28.64266703534851999, -81.39374382308116651 28.64261258442734359, -81.39380586668471551 28.64256789773231304, -81.39387665163025076 28.64253469253464957, -81.39395345770934398 28.64251424488011466, -81.3940333333333399 28.64250734055301706, -81.3941132089573216 28.64251424488011466, -81.39419001503641482 28.64253469253464957, -81.39426079998196428 28.64256789773231304, -81.39432284358548486 28.64261258442734359, -81.3943737615522025 28.64266703534851999, -81.39441159712710316 28.64272915799087116, -81.39443489629297801 28.64279656502745297, -81.39444276365007624 28.64286666605125475, -81.39443489682967936 28.64293676712189551, -81.39441159811879345 28.64300417429188528, -81.3943737628479056 28.64306629713389185, -81.39432284498795411 28.64312074829057764, -81.39426080127765317 28.64316543522112113, -81.39419001602810511 28.64319864061844001, -81.39411320949402295 28.64321908840637576, -81.3940333333333399 28.64322599278031589)))"
Lakewatch,Tallavana,0,Gadsden,2437400,NA,30.59572,-84.46584,189391,129951407,1/4/16,2,2437400,Lake Tallavana,0.62281007,44.5,3.12E+12,390,39009,1000000,0.076336911,5.86E-05,coordinates far from lake,NHD,"MultiPolygon (((-84.46584000000000003 30.59607932611364944, -84.4657585607262007 30.59607242173777308, -84.46568025115172418 30.59605197394433063, -84.46560808069820325 30.5960187685387659, -84.46554482285475274 30.59597408159849863, -84.46549290859154269 30.59591963043208906, -84.46545433293792371 30.59585750758183664, -84.46543057831549106 30.59579010040634373, -84.46542255757249507 30.59571999933376674, -84.46543057890788475 30.59564989831189763, -84.465454334032529 30.59558249128082252, -84.46549291002170889 30.59552036864671365, -84.46554482440274114 30.59546591773526103, -84.46560808212835525 30.59542123104995781, -84.46568025224631526 30.59538802586053663, -84.46575856131858018 30.59536757821151554, -84.46584000000000003 30.59536067388635772, -84.46592143868141989 30.59536757821151554, -84.46599974775367059 30.59538802586053663, -84.46607191787165902 30.59542123104995781, -84.46613517559725892 30.59546591773526103, -84.46618708997827696 30.59552036864671365, -84.46622566596748527 30.59558249128082252, -84.46624942109212952 30.59564989831189763, -84.46625744242751921 30.59571999933376674, -84.46624942168452321 30.59579010040634373, -84.46622566706209057 30.59585750758183664, -84.46618709140844317 30.59591963043208906, -84.46613517714526154 30.59597408159849863, -84.46607191930181102 30.5960187685387659, -84.46599974884827589 30.59605197394433063, -84.46592143927379936 30.59607242173777308, -84.46584000000000003 30.59607932611364944)))"
Lakewatch,Tarpon,0,Pinellas,292049,1026,28.11563333,-82.7193,180864,68792760,4/22/19,2,292049,Lake Tarpon,10.29406153,2,3.10E+12,390,39009,5000000,0.267252467,0.000945393,coordinates far from lake,NHD,"MultiPolygon (((-82.71929999999998984 28.11599265944697734, -82.71922051994167191 28.1159857550735488, -82.71914409428714521 28.11596530728706256, -82.71907366005665097 28.11593210189191794, -82.71901192401504943 28.11588741496394306, -82.71896125864964233 28.11583296380981878, -82.71892361099615698 28.11577084096998647, -82.71890042781592456 28.11570343380144621, -82.71889260000035904 28.11563333273130993, -82.71890042833832979 28.11556323170700722, -82.7189236119614435 28.11549582466896879, -82.71896125991085569 28.11543370202443981, -82.71901192538015835 28.11537925110070546, -82.71907366131786432 28.11533456440310985, -82.71914409525243173 28.11530135920327211, -82.71922052046407714 28.1152809115472877, -82.71929999999998984 28.11527400721968561, -82.71937947953591674 28.1152809115472877, -82.71945590474754795 28.11530135920327211, -82.71952633868210114 28.11533456440310985, -82.71958807461980712 28.11537925110070546, -82.71963874008910977 28.11543370202443981, -82.71967638803852196 28.11549582466896879, -82.71969957166163567 28.11556323170700722, -82.71970739999960642 28.11563333273130993, -82.71969957218405511 28.11570343380144621, -82.71967638900380848 28.11577084096998647, -82.71963874135032313 28.11583296380981878, -82.71958807598493024 28.11588741496394306, -82.71952633994332871 28.11593210189191794, -82.71945590571283446 28.11596530728706256, -82.71937948005830776 28.1159857550735488, -82.71929999999998984 28.11599265944697734)))"
Lakewatch,Townsen,0,Sumter,NA,NA,28.6523,-82.27196667,25105,16948292,7/24/99,3,292383,Townsen Lake,0.201,,3.10E+12,390,39004,,2543.345506,200658.9085,"coordinates far from lake, FDEP polygon connects two neighboring lakes with the same name (separate polygons in NHD)",FDEP,"MultiPolygon (((-82.27196666666665692 28.65265932611364974, -82.2718867833212073 28.65265242173969895, -82.27180996987846129 28.65263197395173833, -82.27173917826188188 28.65259876855438392, -82.27167712897087881 28.65255408162379069, -82.27162620653101044 28.65249963046706227, -82.27158836785699236 28.65243750762501662, -82.27156506705051697 28.65237010045499844, -82.2715571995226469 28.65229999938435057, -82.27156506758747412 28.65222989836056655, -82.2715883688491374 28.65216249132399895, -82.27162620782732461 28.65210036868168686, -82.27167713037401597 28.6520459177605602, -82.27173917955821025 28.65200123106557228, -82.27180997087063474 28.65196802586794789, -82.27188678385816445 28.65194757821344496, -82.27196666666665692 28.65194067388635801, -82.2720465494751636 28.65194757821344496, -82.27212336246269331 28.65196802586794789, -82.2721941537751178 28.65200123106557228, -82.27225620295931208 28.6520459177605602, -82.27230712550600344 28.65210036868168686, -82.27234496448417644 28.65216249132399895, -82.27236826574585393 28.65222989836056655, -82.27237613381068115 28.65229999938435057, -82.27236826628279687 28.65237010045499844, -82.27234496547633569 28.65243750762501662, -82.27230712680231761 28.65249963046706227, -82.27225620436244924 28.65255408162379069, -82.27219415507144618 28.65259876855438392, -82.27212336345486676 28.65263197395173833, -82.27204655001212075 28.65265242173969895, -82.27196666666665692 28.65265932611364974)))"
Lakewatch,Waumpi,0,Orange,NA,NA,28.63216667,-81.32996667,4137,10994817,10/17/99,3,,,0.032,,3.08E+12,390,39004,,713.9105532,31531.34929,"coordinates intersect FDEP polygon, but not NDH, used FDEP",FDEP,"MultiPolygon (((-81.32996666666666385 28.63252599278031241, -81.32988679865131587 28.63251908840638293, -81.32980999994951787 28.6324986406184756, -81.32973922191821714 28.63246543522119936, -81.32967718453473083 28.63242074829071271, -81.32962627186701354 28.63236629713408021, -81.32958844045421642 28.63230417429211627, -81.32956514411907278 28.63223676712216204, -81.32955727810077917 28.63216666605152483, -81.32956514465548992 28.63209656502771594, -81.3295884414453667 28.63202915799110215, -81.3296262731620061 28.63196703534870835, -81.32967718593641848 28.63191258442747866, -81.3297392232132097 28.63186789773239482, -81.32981000094066815 28.63183469253468516, -81.32988679918771879 28.63181424488012539, -81.32996666666666385 28.63180734055302068, -81.33004653414560892 28.63181424488012539, -81.33012333239265956 28.63183469253468516, -81.33019411012011801 28.63186789773239482, -81.33025614739690923 28.63191258442747866, -81.33030706017132161 28.63196703534870835, -81.33034489188796101 28.63202915799110215, -81.33036818867783779 28.63209656502771594, -81.33037605523254854 28.63216666605152483, -81.33036818921424072 28.63223676712216204, -81.33034489287911128 28.63230417429211627, -81.33030706146631417 28.63236629713408021, -81.33025614879858267 28.63242074829071271, -81.33019411141511057 28.63246543522119936, -81.33012333338380984 28.6324986406184756, -81.33004653468201184 28.63251908840638293, -81.32996666666666385 28.63252599278031241)))"
Lakewatch,Wimico,0,Gulf,NA,1641,29.8044,-85.2718,264266,130052351,10/3/18,2,293394,Lake Wimico,16.42939113,0,3.13E+12,390,39004,5000000,0.242796391,0.001533071,coordinates far from lake,NHD,"MultiPolygon (((-85.27179999999999893 29.80475932611365408, -85.27171921275804323 29.80475242173856998, -85.2716415301568702 29.80473197394738349, -85.27156993752277003 29.80469876854520095, -85.27150718613884806 29.80465408160891272, -85.2714556875120735 29.80459963044649285, -85.27141742069929364 29.80453750759962617, -85.27139385625436319 29.80447010042638567, -85.27138589971818305 29.80439999935460094, -85.27139385682363582 29.80432989833194313, -85.27141742175118111 29.8042624912986085, -85.27145568888640526 29.80420036866112454, -85.27150718762642612 29.80414591774568933, -85.27156993889713021 29.80410123105639286, -85.27164153120875767 29.80406802586359305, -85.27171921332731586 29.80404757821231243, -85.27179999999999893 29.8040406738863588, -85.27188078667271043 29.80404757821231243, -85.27195846879126861 29.80406802586359305, -85.27203006110289607 29.80410123105639286, -85.27209281237357175 29.80414591774568933, -85.27214431111360682 29.80420036866112454, -85.27218257824884518 29.8042624912986085, -85.27220614317639047 29.80432989833194313, -85.27221410028182902 29.80439999935460094, -85.27220614374564889 29.80447010042638567, -85.27218257930073264 29.80453750759962617, -85.27214431248795279 29.80459963044649285, -85.27209281386116402 29.80465408160891272, -85.27203006247724204 29.80469876854520095, -85.27195846984312766 29.80473197394738349, -85.27188078724198306 29.80475242173856998, -85.27179999999999893 29.80475932611365408)))"
Lakewatch,Woodmere,0,Sarasota,NA,NA,27.05463333,-82.38773333,137569,166403902,8/7/08,2,,,0.016,0,3.10E+12,436,43617,100000,0.008650469,1.50E-06,coordinates far from lake,NHD,"MultiPolygon (((-82.38773333333332971 27.0549926594469774, -82.38765461856235106 27.05498575507455783, -82.38757892878400924 27.05496530729094573, -82.3875091727379214 27.05493210190011055, -82.3874480311257571 27.05488741497721961, -82.38739785359098278 27.05483296382817571, -82.38736056842246569 27.05477084099265284, -82.38733760845245513 27.05470343382699383, -82.38732985599583003 27.05463333275787363, -82.38733760894702129 27.05456323173255129, -82.3873605693362947 27.05449582469163516, -82.38739785478492195 27.05443370204280384, -82.38744803241810644 27.05437925111398201, -82.38750917393188899 27.05433456441130602, -82.38757892969783825 27.05430135920715529, -82.38765461905690302 27.05428091154830028, -82.38773333333332971 27.05427400721967857, -82.38781204760975641 27.05428091154830028, -82.38788773696883538 27.05430135920715529, -82.38795749273477043 27.05433456441130602, -82.3880186342485672 27.05437925111398201, -82.38806881188173747 27.05443370204280384, -82.38810609733037893 27.05449582469163516, -82.38812905771965234 27.05456323173255129, -82.3881368106708436 27.05463333275787363, -82.3881290582142185 27.05470343382699383, -82.38810609824420794 27.05477084099265284, -82.38806881307569085 27.05483296382817571, -82.38801863554090232 27.05488741497721961, -82.38795749392872381 27.05493210190011055, -82.38788773788263597 27.05496530729094573, -82.38781204810432257 27.05498575507455783, -82.38773333333332971 27.0549926594469774)))"
Lakewatch,Woodward,0,Lake,293526,36,28.8239,-81.6865,259660,112624170,5/28/20,2,293526,Lake Woodward,0.28712419,0,3.08E+12,390,39000,500000,0.022685135,2.65E-05,coordinates far from lake,NHD,"MultiPolygon (((-81.68649999999999523 28.82425932611364772, -81.6864199853526145 28.82425242173953706, -81.68634304565408399 28.82423197395108971, -81.68627213767999251 28.82419876855302476, -81.68620998640149367 28.8241540816216002, -81.68615898026348532 28.82409963046402623, -81.68612107939715372 28.82403750762127004, -81.68609774029401649 28.82397010045077579, -81.68608985983662762 28.82389999937996095, -81.68609774083569164 28.8238298983563368, -81.68612108039802422 28.82376249132025237, -81.68615898157122501 28.82370036867865437, -81.68620998781695164 28.82364591775835905, -81.68627213898770378 28.82360123106421668, -81.68634304665495449 28.82356802586730282, -81.68641998589428965 28.82354757821326885, -81.68649999999999523 28.82354067388635599, -81.6865800141057008 28.82354757821326885, -81.68665695334500754 28.82356802586730282, -81.68672786101225824 28.82360123106421668, -81.68679001218301039 28.82364591775835905, -81.68684101842876544 28.82370036867865437, -81.68687891960193781 28.82376249132025237, -81.6869022591642846 28.8238298983563368, -81.68691014016334861 28.82389999937996095, -81.68690225970595975 28.82397010045077579, -81.68687892060282252 28.82403750762127004, -81.68684101973647671 28.82409963046402623, -81.68679001359848257 28.8241540816216002, -81.68672786231998373 28.82419876855302476, -81.68665695434590646 28.82423197395108971, -81.68658001464737595 28.82425242173953706, -81.68649999999999523 28.82425932611364772)))"
Lakewatch,Little Sawyer,0,Orange,NA,NA,28.4734,-81.57505,423688,112029539,7/10/13,2,285814,Lake Little Sawyer,0.24550119,32,3.09E+12,390,39009,500000,0.01998898,2.26E-05,"coordinates had error, wkt_geom is incorrect, reimport csv with corrected coordinates",NHD,"MultiPolygon (((-83.24166666666666003 28.47362599278031325, -83.24158691909109109 28.47361908840653655, -83.2415102362003978 28.47359864061906976, -83.24143956490074459 28.47356543522245076, -83.24137762106769856 28.47352074829273505, -83.2413267851740386 28.4734662971368806, -83.24128901080862875 28.47340417429557391, -83.24126574960202163 28.47333676712605666, -83.24125789544360998 28.47326666605557222, -83.24126575013409024 28.47319656503161056, -83.24128901179177831 28.47312915799456334, -83.24132678645855776 28.47306703535150874, -83.24137762245807437 28.47301258442950456, -83.24143956618527795 28.47296789773364267, -83.24151023718354736 28.47293469253527931, -83.2415869196231597 28.472914244880279, -83.24166666666666003 28.47290734055301797, -83.24174641371016037 28.472914244880279, -83.24182309614980113 28.47293469253527931, -83.24189376714805633 28.47296789773364267, -83.24195571087527412 28.47301258442950456, -83.24200654687476231 28.47306703535150874, -83.24204432154155597 28.47312915799456334, -83.24206758319924404 28.47319656503161056, -83.2420754378897243 28.47326666605557222, -83.24206758373131265 28.47333676712605666, -83.24204432252469132 28.47340417429557391, -83.24200654815926725 28.4734662971368806, -83.24195571226563573 28.47352074829273505, -83.24189376843257548 28.47356543522245076, -83.24182309713292227 28.47359864061906976, -83.24174641424222898 28.47361908840653655, -83.24166666666666003 28.47362599278031325)))"
Lakewatch,Riley,0,Putnam,289703,19,29.52,-82.0335,116771,112636370,5/28/20,2,289703,Riley Lake,0.17210405,0,3.08E+12,390,39000,500000,0.01507866,1.60E-05,"coordinates had error, wkt_geom is incorrect, reimport csv with corrected coordinates",NHD,"MultiPolygon (((-81.96133333333332871 29.5190926594469758, -81.96125277515984919 29.51908575507218302, -81.96117531282375523 29.5190653072817959, -81.96110392318618665 29.51903210188082127, -81.96104134972904376 29.51898741494596123, -81.96098999712148725 29.51893296378496245, -81.96095183880909474 29.51887084093929658, -81.96092834117634141 29.51880343376686611, -81.9609204071969657 29.51873333269536204, -81.96092834173744279 29.51866323167242712, -81.9609518398459187 29.51859582463828247, -81.96098999847613698 29.51853370199958704, -81.96104135119531975 29.51847925108273429, -81.96110392454083637 29.51843456439202029, -81.96117531386055077 29.51840135919800545, -81.961252775720979 29.51838091154592192, -81.96133333333332871 29.51837400721968407, -81.96141389094567842 29.51838091154592192, -81.96149135280612086 29.51840135919800545, -81.96156274212582105 29.51843456439202029, -81.96162531547136609 29.51847925108273429, -81.96167666819052045 29.51853370199958704, -81.96171482682076714 29.51859582463828247, -81.96173832492921463 29.51866323167242712, -81.96174625946970593 29.51873333269536204, -81.96173832549033023 29.51880343376686611, -81.96171482785756268 29.51887084093929658, -81.96167666954517017 29.51893296378496245, -81.96162531693761366 29.51898741494596123, -81.96156274348047077 29.51903210188082127, -81.9614913538429164 29.5190653072817959, -81.96141389150680823 29.51908575507218302, -81.96133333333332871 29.5190926594469758)))"
Lakewatch,Tojo,0,Manatee,NA,NA,27.5782,-82.54435,13779,68762984,4/22/19,2,,,0.02693054,0,3.10E+12,436,43600,100000,0.010461107,2.46E-06,"coordinates had error, wkt_geom is incorrect, reimport csv with corrected coordinates",NHD,"MultiPolygon (((-82.54399999999999693 27.52272599278030896, -82.54392095302205234 27.5227190884074524, -82.54384494380400383 27.52269864062257909, -82.54377489336187068 27.52266543522985387, -82.54371349371122335 27.52262074830473182, -82.54366310441191956 27.52256629715346037, -82.54362566189074357 27.52250417431604745, -82.54360260502645019 27.52243676714912723, -82.54359481985696334 27.52236666607956295, -82.54360260553315243 27.52229656505468469, -82.5436256628269831 27.52222915801502978, -82.54366310563518994 27.52216703536808495, -82.54371349503527711 27.52211258444149422, -82.54377489458514106 27.52206789774104934, -82.54384494474024336 27.52203469253878865, -82.54392095352875458 27.52201424488118775, -82.54399999999999693 27.52200734055301723, -82.54407904647123928 27.52201424488118775, -82.5441550552597505 27.52203469253878865, -82.54422510541485281 27.52206789774104934, -82.54428650496471676 27.52211258444149422, -82.54433689436478971 27.52216703536808495, -82.54437433717299655 27.52222915801502978, -82.54439739446684143 27.52229656505468469, -82.54440518014303052 27.52236666607956295, -82.54439739497352946 27.52243676714912723, -82.54437433810925029 27.52250417431604745, -82.54433689558806009 27.52256629715346037, -82.54428650628877051 27.52262074830473182, -82.54422510663812318 27.52266543522985387, -82.54415505619599003 27.52269864062257909, -82.54407904697794152 27.5227190884074524, -82.54399999999999693 27.52272599278030896)))"
